name,direction,status,factor_id,run_id,rank_ic,ic_mean,ic_ir,ic_p_value,monotonicity,long_excess_pct,turnover_pct,annual_cost_pct,net_excess_pct,long_sharpe,long_max_drawdown_pct,long_monthly_win_rate_pct,raw_result,error
F-D08,1,completed,6a903335aefbfcab3cb44812,6a9033a5aefbfcab3cb44816,0.0103,0.0008,0.0071,0.9580,0.31,1.9,7.2,1.08864,0.8113599999999999,0.8055,21.13,58.62,development_formula.results\6a9033a5aefbfcab3cb44816.json,
F-D11,1,completed,6a903336aefbfcab3cb44813,6a9033d3bda27a65e29a57d4,0.0110,-0.0012,-0.0101,0.9391,0.58,-0.22,5.7,0.86184,-1.0818400000000001,0.7758,19.65,58.62,development_formula.results\6a9033d3bda27a65e29a57d4.json,
F-D15,1,completed,6a90333781d3bc0d682965f0,6a90340c4e214cea5e4a516b,0.0107,-0.0023,-0.0183,0.8912,0.79,-0.83,5.25,0.7938,-1.6238,0.7754,18.52,58.62,development_formula.results\6a90340c4e214cea5e4a516b.json,
