date,industry,code,turnover,total_turnover,turnover_share,up_count,total_count,return_1d,benchmark_1d,turnover_ratio
2025-08-07,塑料制品,881265.TI,21559098000.0,1852479340870.0,1.1637969463062927,27.0,77.0,-0.2869,0.0957635739506474,1.218255446152559
2025-08-07,多元金融,881283.TI,7484417500.0,1852479340870.0,0.4040216446616356,3.0,26.0,-0.6789,0.0957635739506474,0.613211808310544
2025-08-07,家居用品,881139.TI,10667217000.0,1852479340870.0,0.5758345998606516,43.0,99.0,0.2448999999999999,0.0957635739506474,0.9851355840392586
2025-08-07,小家电,881173.TI,4646890300.0,1852479340870.0,0.2508470781551404,10.0,26.0,0.27,0.0957635739506474,1.0215946757790544
2025-08-07,小金属,881170.TI,41881590000.0,1852479340870.0,2.2608397878451205,16.0,29.0,0.9376,0.0957635739506474,1.2967140870843998
2025-08-07,工业金属,881168.TI,23728808000.0,1852479340870.0,1.2809215993121943,30.0,55.0,0.1490999999999999,0.0957635739506474,1.0791723582893953
2025-08-07,工程机械,881268.TI,17784634000.0,1852479340870.0,0.9600449304685692,13.0,36.0,-0.2194,0.0957635739506474,0.9732310419836282
2025-08-07,建筑材料,881115.TI,16570619000.0,1852479340870.0,0.8945103264804972,30.0,73.0,-0.1273,0.0957635739506474,0.7321595682390528
2025-08-07,建筑装饰,881116.TI,28274875000.0,1852479340870.0,1.5263260634648137,68.0,143.0,0.0708,0.0957635739506474,0.8369085549563698
2025-08-07,影视院线,881274.TI,9584331300.0,1852479340870.0,0.5173785795364826,8.0,20.0,0.0063,0.0957635739506474,0.8251599115363797
2025-08-07,房地产,881153.TI,16356549000.0,1852479340870.0,0.8829544621166083,57.0,88.0,0.6316,0.0957635739506474,0.9304959610249436
2025-08-07,教育,881178.TI,4406418800.0,1852479340870.0,0.2378660157111693,5.0,15.0,-0.4545,0.0957635739506474,1.194720225309796
2025-08-07,文化传媒,881164.TI,23704799000.0,1852479340870.0,1.279625552469981,23.0,84.0,-0.0431,0.0957635739506474,0.9374439731921398
2025-08-07,旅游及酒店,881160.TI,6187822400.0,1852479340870.0,0.3340292257777053,14.0,35.0,-0.2617,0.0957635739506474,0.7400543738173143
2025-08-07,服装家纺,881136.TI,14609643000.0,1852479340870.0,0.788653491441298,38.0,75.0,0.7886000000000001,0.0957635739506474,1.391183788682684
2025-08-07,机场航运,881151.TI,3122770100.0,1852479340870.0,0.1685724656196932,10.0,13.0,0.1857,0.0957635739506474,0.6757096149483155
2025-08-07,橡胶制品,881266.TI,5078709900.0,1852479340870.0,0.2741574379779496,10.0,22.0,0.0603,0.0957635739506474,1.5714567782963795
