code,name,theme,shares,entry_price,last_price,market_value,weight,score,ma30,below_ma_days,unrealized_return
159259,易方达国证成长100ETF,科技成长,0.4235418,1.293,1.776,0.75221025,0.491516,0.500625,1.570067,0,0.37355
159994,5GETF,通信,0.45560695,1.202,1.708,0.77817667,0.508484,0.351086,1.536033,0,0.420965
