code6,name,industry,market_type,research_status,dqc_score,valuation_score,dividend_score,cashflow_score,dividend_yield,pe_ttm,pb,average_payout,cash_conversion,cash_coverage,dividend_stability,dividend_cagr,risk_flag_count,factor_status,factor_coverage
300791,仙乐健康,食品加工制造,创业板,价值陷阱复核,44.8636,41.7210,31.5547,60.8663,0.5027,43.2069,1.9281,0.4719,1.7442,3.6962,0.4893,-0.5514,2,有效,1.0000
300795,米奥会展,其他社会服务,创业板,普通观察,44.8195,35.5210,66.8583,30.7509,1.9604,34.8300,6.4477,0.5769,1.0864,1.2625,0.6745,0.0155,1,有效,1.0000
600916,中国黄金,服装家纺,主板,价值陷阱复核,44.8111,42.8649,50.6668,40.6236,1.8159,56.5806,1.8645,0.7766,1.8226,2.0856,0.6025,-0.4265,2,有效,1.0000
688363,华熙生物,美容护理,科创板,价值陷阱复核,44.7999,29.8921,31.3786,70.9994,0.4350,74.2098,2.3444,0.3068,2.1484,6.9035,0.5004,-0.2929,2,有效,1.0000
002706,良信股份,电网设备,主板,价值陷阱复核,44.7778,37.7261,64.6370,30.9628,1.8553,57.9839,2.3746,0.7645,1.2287,1.9127,0.8965,-0.1153,2,有效,1.0000
600776,东方通信,通信设备,主板,普通观察,44.7626,61.3869,56.1704,19.1053,0.3333,31.4146,4.2643,0.5014,0.3288,1.5156,0.9521,-0.0505,1,有效,1.0000
002568,百润股份,饮料制造,主板,价值陷阱复核,44.7252,42.8389,50.1701,40.8972,1.3755,25.4810,3.7118,0.4880,0.9357,2.1613,0.7401,-0.2276,2,有效,1.0000
300404,博济医药,医疗服务,创业板,普通观察,44.7014,34.9714,47.1325,50.6104,0.1393,91.3959,4.3959,0.1592,1.4772,9.4731,0.8869,0.1495,0,有效,1.0000
603848,好太太,家居用品,主板,价值陷阱复核,44.7008,49.8662,52.3107,32.6633,1.0947,24.8474,2.1069,0.3705,1.1472,3.5421,0.7957,-0.1853,2,有效,1.0000
600081,东风科技,汽车零部件,主板,价值陷阱复核,44.6500,47.8865,23.4060,63.1198,0.0930,87.0464,1.2142,0.3029,4.6107,15.2199,0.4263,-0.6123,2,有效,1.0000
300692,中赋科技,环境治理,创业板,价值陷阱复核,44.6177,33.1739,39.2924,59.7521,0.2738,68.1017,1.5530,0.1874,3.0385,14.4669,0.8660,-0.1212,2,有效,1.0000
600488,津药药业,化学制药,主板,价值陷阱复核,44.5645,30.4978,43.4110,57.7753,1.2714,99.9808,2.1305,0.8046,4.2665,5.3210,0.7516,-0.2276,2,有效,1.0000
000603,盛达资源,工业金属,主板,普通观察,44.4909,22.3370,52.1072,55.8636,0.3876,28.5080,6.4699,0.1769,1.8731,10.4857,0.8106,0.2687,0,有效,1.0000
603009,北特科技,汽车零部件,主板,普通观察,44.4458,10.2643,46.9313,71.2587,0.2886,124.7455,7.8168,0.4027,3.4066,8.4599,0.6475,0.5212,0,有效,1.0000
301297,富乐德,半导体,创业板,普通观察,44.4317,37.8919,54.0321,40.4367,0.4726,62.2312,5.5823,0.2883,1.4599,5.0635,0.3345,1.1282,0,有效,1.0000
300136,信维通信,消费电子,创业板,普通观察,44.3768,25.2746,27.9966,77.1303,0.0806,79.0284,6.8786,0.0720,2.3837,22.5918,0.6412,-0.2943,1,有效,1.0000
003002,壶化股份,化学制品,主板,普通观察,44.3462,39.6098,47.0320,45.7203,0.6179,34.8142,3.0451,0.2325,0.7658,3.1665,0.7986,-0.1011,1,有效,1.0000
300236,上海新阳,电子化学品,创业板,普通观察,44.2690,46.1819,55.2364,31.6620,0.7496,68.6630,3.8269,0.4609,1.2791,2.7750,0.6133,0.5550,0,有效,1.0000
603976,正川股份,医疗器械,主板,价值陷阱复核,44.2268,13.3562,54.6890,60.2252,1.5003,315.3912,4.6030,0.9825,4.8226,3.1123,0.7842,0.2042,2,有效,1.0000
301036,双乐股份,化学制品,创业板,普通观察,44.2156,37.6061,53.7998,40.2966,0.8721,354.4609,1.3512,0.6051,1.9015,3.3659,0.7429,0.0000,0,有效,1.0000
000988,华工科技,自动化设备,主板,普通观察,44.1617,31.8566,49.8676,49.0031,0.3151,60.9415,8.8964,0.1647,0.8302,4.9052,0.8000,0.2847,0,有效,1.0000
300545,联得装备,光学光电子,创业板,价值陷阱复核,44.1298,54.7514,50.0560,29.0994,0.3258,54.4016,2.2551,0.1504,0.6913,4.5971,0.7364,-0.1660,3,有效,1.0000
688687,凯因科技,化学制药,科创板,普通观察,44.1275,32.2544,60.3542,38.0778,1.0032,294.4657,1.7200,0.3592,1.0865,2.5808,0.9164,0.0104,1,有效,1.0000
600183,生益科技,元件,主板,普通观察,44.0826,36.4866,64.3805,30.2954,1.6804,68.7208,19.2937,0.8743,1.5818,1.8091,0.5607,0.6552,1,有效,1.0000
603203,快克智能,自动化设备,主板,普通观察,44.0004,24.7506,64.7080,39.7926,1.3657,91.5264,9.7882,0.7796,1.0980,1.4084,0.9024,-0.0767,1,有效,1.0000
301202,朗威股份,通信设备,创业板,价值陷阱复核,43.9882,46.2602,62.3414,23.6875,1.2376,82.2718,4.0126,1.0176,0.7533,0.6355,0.9116,-0.0871,2,有效,1.0000
300809,华辰装备,通用设备,创业板,普通观察,43.9324,58.4330,50.0537,25.3819,0.3152,25.8786,3.1992,0.2142,0.7596,4.1357,0.9146,0.0984,1,有效,1.0000
688386,泛亚微透,塑料制品,科创板,普通观察,43.9146,33.8965,39.5061,56.9100,0.3995,55.0807,3.1408,0.3211,1.0771,3.3544,0.4861,-0.0020,0,有效,1.0000
688698,伟创电气,自动化设备,科创板,普通观察,43.8705,59.9537,53.9925,19.9630,0.5057,38.0390,3.6645,0.3541,0.3182,0.7848,0.7673,0.3453,1,有效,1.0000
603927,中科软,软件开发,主板,价值陷阱复核,43.8277,48.4586,71.9429,11.7432,1.5715,55.2551,3.7268,0.7957,0.6890,0.6189,0.8895,-0.1261,3,有效,1.0000
301041,金百泽,元件,创业板,价值陷阱复核,43.8234,25.7949,37.0721,66.0277,0.1765,120.0784,4.8798,0.2509,2.6391,16.4051,0.6811,-0.1093,2,有效,1.0000
603099,长白山,旅游及酒店,主板,普通观察,43.8059,27.6880,48.7120,52.7151,0.3212,78.0110,6.8967,0.1507,1.4244,9.4543,0.6855,0.3779,0,有效,1.0000
003041,真爱美家,服装家纺,主板,普通观察,43.7946,18.8870,59.1285,49.8101,0.7362,100.6405,3.7014,0.5437,1.5950,2.9337,1.0000,0.0000,0,有效,1.0000
002518,科士达,其他电源设备,主板,普通观察,43.7813,39.2674,52.2161,39.2156,0.9275,31.8331,4.2158,0.3397,1.2462,3.4788,0.7233,-0.0040,1,有效,1.0000
688432,有研硅,半导体,科创板,普通观察,43.7281,11.4117,57.4795,57.6764,0.4432,239.1208,12.3892,0.3277,1.0490,3.0728,0.8985,-0.1137,1,有效,1.0000
301073,君亭酒店,旅游及酒店,创业板,价值陷阱复核,43.6963,16.3328,25.2503,85.5966,0.2878,146.9126,4.3684,0.9557,10.3739,8.9626,0.7172,-0.2929,3,有效,1.0000
600798,宁波海运,港口航运,主板,价值陷阱复核,43.6895,40.0022,25.2357,65.3038,0.5682,74.2265,1.0829,0.8814,21.3163,22.7950,0.7980,-0.1835,3,有效,1.0000
605166,聚合顺,化学纤维,主板,价值陷阱复核,43.6230,70.1074,42.9632,21.5817,0.6075,27.8066,1.3537,0.1394,0.6261,4.5734,0.4208,-0.5305,3,有效,1.0000
002979,雷赛智能,自动化设备,主板,普通观察,43.6117,37.1769,56.6235,36.1155,0.5942,54.6748,8.0156,0.3497,1.0535,2.4032,0.6398,0.4706,0,有效,1.0000
300400,劲拓股份,自动化设备,创业板,普通观察,43.5665,19.5905,54.5286,53.1552,2.0707,94.7047,11.3380,1.1845,2.5456,2.5765,0.3882,0.8111,1,有效,1.0000
002144,宏达高科,纺织制造,主板,价值陷阱复核,43.5360,53.0356,30.4327,48.4969,0.3940,75.8656,0.9127,0.3163,1.4236,6.9665,0.4343,-0.4226,2,有效,1.0000
300840,酷特智能,服装家纺,创业板,普通观察,43.4759,16.8970,49.0983,60.6353,0.4890,121.2092,3.7002,0.2708,1.8050,6.6658,0.7172,0.4142,1,有效,1.0000
002179,中航光电,军工电子,主板,价值陷阱复核,43.4668,38.8124,64.1665,26.7564,1.5519,39.6796,3.0144,0.5052,0.7226,1.3437,0.8332,-0.0440,2,有效,1.0000
603115,海星股份,电子化学品,主板,价值陷阱复核,43.3242,29.5501,75.0767,23.3782,3.2068,86.3781,10.0894,0.8743,0.6257,0.8891,0.9142,0.1016,2,有效,1.0000
003013,地铁设计,建筑装饰,主板,价值陷阱复核,43.1839,42.7669,63.1954,23.5298,2.1877,21.9576,2.4579,0.3984,0.1684,0.5491,0.8594,-0.1463,2,有效,1.0000
000636,风华高科,元件,主板,普通观察,43.1824,22.0062,50.4393,54.0766,0.6143,143.5816,4.6160,0.4050,1.5024,3.7093,0.5918,0.4142,0,有效,1.0000
301277,新天地,化学制药,创业板,普通观察,42.9962,39.0402,63.6640,25.7192,1.6964,37.3300,2.5308,0.6452,0.9644,1.4912,0.8283,-0.0101,1,有效,1.0000
300284,苏交科,建筑装饰,创业板,普通观察,42.9126,33.8496,55.7484,37.8450,1.2056,849.6536,0.7913,0.5277,1.1495,2.1783,0.9073,-0.0911,1,有效,1.0000
688112,鼎阳科技,通用设备,科创板,普通观察,42.8180,22.8019,60.8571,41.9355,1.7623,67.5145,6.6928,0.7387,1.0530,1.4540,0.7779,-0.1329,1,有效,1.0000
605389,长龄液压,工程机械,主板,普通观察,42.6757,18.4484,45.4046,60.7130,1.1154,93.1927,5.8063,0.9886,1.2486,1.2573,0.7000,0.4748,1,有效,1.0000
300870,欧陆通,其他电源设备,创业板,普通观察,42.6255,6.0068,43.9417,72.6966,0.3362,265.7936,12.1233,0.3305,1.7596,5.3235,0.6323,0.5437,0,有效,1.0000
688019,安集科技,电子化学品,科创板,普通观察,42.6162,34.9074,44.2447,47.5953,0.2294,54.0847,10.4955,0.1089,0.8349,8.4904,0.6400,0.5895,0,有效,1.0000
688239,航宇科技,军工装备,科创板,价值陷阱复核,42.5993,34.9096,33.0318,58.7579,0.2217,49.8869,4.7363,0.1715,0.7694,4.4634,0.5558,-0.3707,2,有效,1.0000
300951,博硕科技,消费电子,创业板,普通观察,42.5876,11.6329,76.6910,35.0169,1.7467,1026.1558,6.9490,0.4750,1.4202,2.6487,0.9120,-0.0842,1,有效,1.0000
002201,九鼎新材,建筑材料,主板,普通观察,42.3766,24.2077,41.4776,58.8489,0.2189,74.0354,5.4914,0.1799,2.4561,18.5046,0.4424,1.2361,0,有效,1.0000
301315,威士顿,软件开发,创业板,价值陷阱复核,42.2725,38.9087,63.3768,24.0513,0.5247,143.4754,3.4088,0.6807,0.6347,1.1518,0.8834,-0.0742,2,有效,1.0000
300522,世名科技,化学制品,创业板,普通观察,42.1888,7.2390,44.6807,69.6539,0.3180,669.8766,5.7687,0.6319,4.6162,5.1562,0.8912,-0.1056,1,有效,1.0000
600613,神奇制药,化学制药,主板,价值陷阱复核,42.1571,31.1253,33.8130,59.9571,1.1532,165.8648,1.9797,0.9775,3.2547,3.3295,0.6906,-0.1633,3,有效,1.0000
301007,德迈仕,汽车零部件,创业板,普通观察,42.1359,12.9588,28.1143,81.1665,0.1728,110.6945,7.2655,0.4311,2.0625,4.4722,0.5623,-0.3198,1,有效,1.0000
603638,艾迪精密,工程机械,主板,普通观察,42.1283,41.0135,54.5818,30.6303,1.0565,31.7993,3.4369,0.3589,0.4519,1.4392,0.7571,0.2972,1,有效,1.0000
002534,西子洁能,其他电源设备,主板,普通观察,42.1254,36.4342,46.4039,42.7249,0.5963,55.8813,2.4344,0.3343,1.7457,4.1637,0.6806,0.0634,0,有效,1.0000
002886,沃特股份,塑料制品,主板,普通观察,42.0873,22.4989,43.3759,57.5887,0.3453,93.2499,3.6943,0.3065,3.4354,11.2070,0.3274,2.2871,0,有效,1.0000
688626,翔宇医疗,医疗器械,科创板,价值陷阱复核,41.9570,32.6904,30.1424,61.7143,0.2975,73.8479,2.8984,0.3595,1.7349,4.8262,0.5151,-0.4168,2,有效,1.0000
601020,华钰矿业,工业金属,主板,普通观察,41.7908,37.7481,42.9327,44.1142,0.2941,22.8638,4.2078,0.1295,1.6860,13.0222,0.5541,0.6845,0,有效,1.0000
688232,新点软件,软件开发,科创板,价值陷阱复核,41.7872,49.1869,41.4700,35.7620,0.4029,160.2954,1.0764,0.6040,1.2909,2.2749,0.5482,-0.4787,2,有效,1.0000
000657,中钨高新,小金属,主板,普通观察,41.7759,20.8332,60.0578,41.4450,0.8300,48.1611,12.0032,0.4092,0.8215,1.8807,0.8085,0.2248,0,有效,1.0000
601568,北元化工,化学原料,主板,价值陷阱复核,41.7396,37.2593,31.8618,55.4576,1.3441,354.2591,1.3542,1.8339,5.4391,3.1614,0.1569,-0.6464,3,有效,1.0000
300653,正海生物,医疗器械,创业板,价值陷阱复核,41.6600,43.9051,49.5924,31.8033,1.4021,39.2077,3.1235,0.6069,1.1244,1.8526,0.5737,-0.4123,2,有效,1.0000
002907,华森制药,中药,主板,普通观察,41.4418,21.1521,47.4242,52.8506,0.5064,76.5100,3.2633,0.4812,2.1083,4.5574,0.7897,0.2247,0,有效,1.0000
603650,彤程新材,橡胶制品,主板,价值陷阱复核,41.3922,26.2412,55.2180,40.5530,1.1328,66.1634,9.4643,0.8650,0.4694,0.5427,0.8414,-0.0673,2,有效,1.0000
603662,柯力传感,通用设备,主板,普通观察,41.3531,35.3287,54.5255,33.3444,0.5056,45.3325,4.6937,0.3002,0.6521,2.1696,0.8917,0.0440,1,有效,1.0000
688002,睿创微纳,半导体,科创板,普通观察,41.2826,42.1706,48.5154,33.2886,0.3770,42.0053,10.7794,0.1071,0.9913,9.2544,0.4195,0.8136,0,有效,1.0000
605167,利柏特,建筑装饰,主板,普通观察,41.2554,28.5859,35.8170,57.5532,0.3043,43.4683,2.9298,0.1041,1.7236,8.2632,0.5480,0.0919,0,有效,1.0000
300570,太辰光,通信设备,创业板,普通观察,41.1540,15.5628,69.6942,34.5492,0.8654,152.9143,27.6757,0.7322,0.7032,1.0110,0.7320,0.4142,1,有效,1.0000
600737,中粮糖业,农产品加工,主板,价值陷阱复核,41.0749,40.5521,53.1648,29.4331,1.9756,34.1921,3.4021,0.7645,1.3537,1.7707,0.6433,-0.3749,2,有效,1.0000
301234,五洲医疗,医疗器械,创业板,价值陷阱复核,41.0416,7.1919,40.0496,71.0475,0.4706,293.6103,9.1378,0.5104,2.2241,4.3578,0.7278,-0.2929,2,有效,1.0000
688767,博拓生物,医疗器械,科创板,价值陷阱复核,41.0369,27.1418,54.6837,39.3002,1.8528,272.5720,2.5842,0.9431,1.2324,1.0185,0.7228,0.1179,2,有效,1.0000
688570,天玛智控,自动化设备,科创板,价值陷阱复核,40.9126,44.0691,38.7313,40.3883,0.5429,180.1036,1.4775,0.4208,1.0793,2.5650,0.5368,-0.5000,2,有效,1.0000
301365,矩阵股份,建筑装饰,创业板,普通观察,40.8178,11.7876,49.6389,56.8798,2.8523,143.2501,3.9926,1.9454,4.0675,1.8836,0.5333,1.0000,1,有效,1.0000
688195,腾景科技,光学光电子,科创板,普通观察,40.7524,12.6975,47.8141,57.7377,0.0967,436.3319,35.2167,0.3105,1.6107,5.1869,0.7819,0.2806,0,有效,1.0000
300547,川环科技,汽车零部件,创业板,普通观察,40.6902,40.7601,53.4006,27.9198,0.7030,30.6883,4.0728,0.3697,0.6230,1.7227,0.7961,0.0000,1,有效,1.0000
600235,民丰特纸,造纸,主板,普通观察,40.6724,36.8685,30.4103,54.1949,0.2206,262.0483,1.3821,0.3025,3.6383,12.0273,0.2775,0.0000,1,有效,1.0000
603098,森特股份,建筑装饰,主板,普通观察,40.4538,25.9158,45.8949,47.4738,0.7189,66.3002,2.1626,0.4669,2.0176,3.8536,0.6464,0.4142,0,有效,1.0000
688665,四方光电,通用设备,科创板,价值陷阱复核,40.3521,48.6620,50.7562,22.8252,0.8202,33.9188,3.5958,0.3107,0.5283,1.1644,0.7610,-0.1800,2,有效,1.0000
603728,鸣志电器,电机,主板,价值陷阱复核,40.3516,8.3118,32.0875,76.0784,0.0346,278.6515,6.6935,0.1290,3.1595,20.9805,0.7518,-0.2105,2,有效,1.0000
688668,鼎通科技,通信设备,科创板,普通观察,40.3058,26.9559,58.7132,33.3412,0.4839,115.6713,17.0223,0.6287,1.0556,1.6791,0.7934,0.2986,0,有效,1.0000
301230,泓博医药,医疗服务,创业板,普通观察,40.2898,24.8438,50.1116,43.7075,1.2387,138.8883,5.2488,1.4857,3.9514,1.3673,0.7944,0.2038,1,有效,1.0000
000989,九芝堂,中药,主板,价值陷阱复核,40.2253,51.0089,44.8743,26.3333,3.4364,22.7117,2.0317,1.1512,0.9202,0.7837,0.8528,-0.1389,3,有效,1.0000
603519,立霸股份,白色家电,主板,价值陷阱复核,40.1483,56.2883,55.4331,11.0293,8.3126,22.2200,3.7396,1.6591,0.6184,0.3727,0.6439,-0.2946,4,有效,1.0000
301316,慧博云通,IT服务,创业板,普通观察,40.1055,23.7316,48.3425,45.9034,0.2238,133.6181,13.7184,0.4131,1.0226,2.3360,0.8887,0.1236,0,有效,1.0000
002177,御银股份,零售,主板,普通观察,39.8937,18.0969,26.5520,71.9183,0.0638,312.1396,2.6278,0.3527,3.1177,10.5717,0.2351,-0.3453,1,有效,1.0000
688690,纳微科技,化学制药,科创板,普通观察,39.7224,13.9807,43.1573,58.3517,0.3952,80.4117,8.0972,0.3028,1.6061,5.2701,0.6883,0.4327,0,有效,1.0000
300906,日月明,轨交设备,创业板,普通观察,39.6079,41.7755,35.5686,41.7893,0.4269,42.1159,2.5010,0.5311,0.8086,1.6431,0.5696,-0.4523,1,有效,1.0000
300314,戴维医疗,医疗器械,创业板,价值陷阱复核,39.5841,42.9775,37.9574,38.3020,0.6359,53.1821,2.5969,0.3512,1.0252,3.7463,0.6059,-0.3333,2,有效,1.0000
301345,涛涛车业,汽车服务及其他,创业板,普通观察,39.3152,46.3458,60.7283,11.8759,1.1937,23.8455,6.1254,0.5038,0.6300,1.0818,0.7111,0.4152,1,有效,1.0000
002553,南方精工,汽车零部件,主板,普通观察,39.2796,42.1600,22.5983,53.4920,0.3662,33.1196,3.6696,1.2756,3.5078,2.1223,0.6505,0.0077,1,有效,1.0000
688577,浙海德曼,通用设备,科创板,普通观察,39.2153,23.4148,34.0507,57.9232,0.4130,71.1846,6.1720,1.1047,3.3312,3.2200,0.8429,0.1699,1,有效,1.0000
300394,天孚通信,通信设备,创业板,普通观察,39.1128,19.3554,58.8323,36.3283,0.5910,126.3535,46.9598,0.4631,0.9397,2.2764,0.6404,0.5365,0,有效,1.0000
001258,立新能源,电力,主板,价值陷阱复核,39.1000,18.5152,28.4837,67.3605,0.4219,77.9078,3.7606,0.3291,7.0109,21.3027,0.3585,-0.3876,2,有效,1.0000
603000,人民网,文化传媒,主板,价值陷阱复核,38.9067,20.0826,51.1270,42.8213,0.6982,76.8053,4.8944,0.6913,1.4183,2.5142,0.8810,-0.1129,2,有效,1.0000
001229,魅视科技,计算机设备,主板,价值陷阱复核,38.9011,17.9199,48.5196,47.2664,0.6909,105.0660,5.7421,0.6888,1.0737,1.5587,0.7254,-0.2843,2,有效,1.0000
605180,华生科技,纺织制造,主板,普通观察,38.8186,23.5237,44.3025,46.4446,0.4811,3908.8549,1.9767,0.4513,2.0880,4.2903,0.7188,-0.0646,0,有效,1.0000
300843,胜蓝股份,消费电子,创业板,普通观察,38.7619,10.7771,47.0692,54.4416,0.3879,131.6217,12.1603,0.2070,1.2285,5.4117,0.6799,0.4794,0,有效,1.0000
300458,全志科技,半导体,创业板,普通观察,38.7519,36.4292,48.0201,31.4746,0.4758,50.6753,8.6004,0.9495,1.1777,1.7179,0.7727,0.3199,1,有效,1.0000
300943,春晖智控,通用设备,创业板,普通观察,38.7518,13.4971,61.5294,37.6210,0.6256,113.2694,6.8142,0.4410,0.8116,2.1872,0.9609,0.0426,1,有效,1.0000
688008,澜起科技,半导体,科创板,普通观察,38.6701,20.9814,61.0199,31.4821,0.5008,77.5594,11.0804,0.3139,1.1980,3.0221,0.7151,0.4051,0,有效,1.0000
603499,翔港科技,包装印刷,主板,普通观察,38.6305,24.8274,46.3917,42.7005,0.3914,49.9758,6.3189,0.6576,2.4618,6.5589,0.5047,0.4500,0,有效,1.0000
605500,森林包装,造纸,主板,价值陷阱复核,38.3991,47.1813,43.9921,25.2784,0.7821,79.8634,1.1926,0.3950,1.1702,2.4703,0.6942,-0.3169,2,有效,1.0000
688198,佰仁医疗,医疗器械,科创板,普通观察,38.3779,24.9981,53.6690,34.5551,0.7476,56.9391,7.5415,0.7512,1.0218,1.2920,0.9964,0.0043,0,有效,1.0000
301080,百普赛斯,生物制品,创业板,普通观察,38.2810,19.8661,70.1544,22.1918,1.1111,75.9640,5.1483,0.6766,0.7240,1.0320,0.8971,-0.0352,1,有效,1.0000
002913,奥士康,元件,主板,价值陷阱复核,38.2488,26.4516,39.8145,46.7949,0.7019,115.7018,5.1205,0.5390,1.7796,2.9316,0.5484,-0.4526,2,有效,1.0000
688621,阳光诺和,医疗服务,科创板,普通观察,38.1393,18.3314,55.3489,37.9078,0.3009,157.0520,6.4879,0.1002,0.4572,4.5612,0.9411,0.0516,1,有效,1.0000
301238,瑞泰新材,电池,创业板,价值陷阱复核,38.1377,56.6582,53.6334,6.7674,1.4706,35.6671,1.5724,0.8668,0.3055,0.3088,0.5918,0.2247,3,有效,1.0000
301282,金禄电子,元件,创业板,普通观察,38.0009,33.1563,68.0556,12.0987,1.0323,96.1309,5.1359,0.3728,0.6177,1.6569,0.5943,0.7240,1,有效,1.0000
601595,上海电影,影视院线,主板,普通观察,37.9990,12.2368,47.5025,50.5773,0.3528,134.1097,5.9724,0.4024,1.9260,4.7864,0.9268,-0.0587,0,有效,1.0000
301203,国泰环保,环境治理,创业板,价值陷阱复核,37.9576,37.8357,48.0428,27.9770,2.4510,29.8422,1.9920,0.8660,0.8152,1.3157,0.7395,-0.2697,2,有效,1.0000
301299,卓创资讯,文化传媒,创业板,价值陷阱复核,37.8848,32.1717,48.2126,32.4541,2.7584,41.2824,4.7424,1.5797,1.0879,0.6887,0.8772,-0.1408,2,有效,1.0000
300818,耐普矿机,专用设备,创业板,普通观察,37.8690,36.7309,36.5857,40.1278,0.2377,79.7020,2.1886,0.2323,1.1551,5.9143,0.7623,-0.1191,1,有效,1.0000
300109,新开源,化学制品,创业板,价值陷阱复核,37.5998,34.9686,46.6511,30.8037,1.1912,50.1626,2.2793,0.4918,0.9903,2.1129,0.4284,-0.4625,2,有效,1.0000
300813,泰林生物,专用设备,创业板,普通观察,37.5913,22.3715,44.7490,43.4791,0.5291,106.2525,3.1330,0.9287,1.8893,2.0344,0.8407,0.2025,1,有效,1.0000
603530,神马电力,电网设备,主板,普通观察,37.4628,31.2072,57.4636,22.8238,0.8520,39.1574,10.4880,0.6355,0.5153,0.8109,0.7670,0.1490,1,有效,1.0000
603172,万丰股份,化学制品,主板,价值陷阱复核,37.4453,40.5709,44.3030,27.9086,0.3933,44.7641,2.2420,0.3132,0.5811,3.0034,0.8561,-0.1633,2,有效,1.0000
688786,悦安新材,金属新材料,科创板,普通观察,37.3318,24.3495,43.7373,42.0539,0.7090,54.2944,5.5566,0.4262,1.2107,2.8407,0.7171,-0.2517,1,有效,1.0000
300856,科思股份,美容护理,创业板,价值陷阱复核,37.1379,47.9670,30.6669,34.3267,0.5193,48.9233,1.8656,0.3462,1.4640,3.1452,0.4021,-0.6384,2,有效,1.0000
301130,西点药业,化学制药,创业板,价值陷阱复核,37.1278,20.8819,36.9450,51.2357,0.5081,344.8501,2.3281,0.4939,1.3470,2.7274,0.7495,-0.2605,2,有效,1.0000
688269,凯立新材,化学制品,科创板,价值陷阱复核,37.0464,40.6923,47.1599,23.8077,0.7498,34.2225,3.2524,0.5790,0.7003,0.9924,0.7824,-0.2254,2,有效,1.0000
300026,红日药业,中药,创业板,价值陷阱复核,36.9310,38.5014,8.4868,64.0291,0.2841,547.1511,1.1477,1.6243,39.6996,16.9775,0.5959,-0.4226,3,有效,1.0000
688171,纬德信息,软件开发,科创板,价值陷阱复核,36.8898,26.7048,36.1628,46.3469,0.0964,2754.5104,3.4099,0.3128,1.3411,4.4681,0.6451,-0.2813,2,有效,1.0000
603119,浙江荣泰,汽车零部件,主板,普通观察,36.7654,14.4553,46.2884,46.3652,0.1988,80.7573,11.7413,0.3072,1.0026,3.3362,0.8188,0.2554,0,有效,1.0000
000869,张裕A,饮料制造,主板,价值陷阱复核,36.7274,43.1911,31.5382,36.3762,1.2148,413.7534,1.0552,0.8805,2.2032,2.1656,0.7132,-0.3110,3,有效,1.0000
603216,梦天家居,家居用品,主板,价值陷阱复核,36.5885,20.9239,41.6566,44.9470,0.4255,87.9063,3.0033,0.6979,2.1635,3.1483,0.7980,-0.1835,2,有效,1.0000
603319,美湖股份,汽车零部件,主板,价值陷阱复核,36.5418,16.9587,31.1629,58.7063,0.2652,171.8713,4.0060,0.3167,2.0493,6.5203,0.6260,-0.3713,2,有效,1.0000
300260,新莱应材,包装印刷,创业板,普通观察,36.4000,11.2403,43.7309,50.6345,0.0879,130.9382,10.0083,0.1076,1.2519,10.8018,0.9157,-0.0894,1,有效,1.0000
301209,联合化学,化学制品,创业板,普通观察,36.3201,4.0747,41.0122,59.2669,0.1860,369.3902,12.1799,0.3969,1.9879,4.4493,0.6588,0.5652,0,有效,1.0000
300347,泰格医药,医疗服务,创业板,价值陷阱复核,36.1926,29.4233,30.8233,47.3641,0.2222,506.9490,2.3788,0.2071,1.2593,4.9953,0.4415,-0.5378,2,有效,1.0000
600929,雪天盐业,化学原料,主板,价值陷阱复核,36.1508,48.4211,30.2205,31.5638,0.2655,143.6368,1.2949,0.4682,1.4740,3.1483,0.2395,-0.7277,2,有效,1.0000
002119,康强电子,半导体,主板,普通观察,36.1313,30.5484,49.8169,27.2310,0.2429,71.9981,6.0206,0.1353,0.5280,3.9011,0.8586,0.1547,1,有效,1.0000
603538,美诺华,化学制药,主板,普通观察,36.0901,24.3060,49.4519,32.8291,0.8056,76.9660,3.1397,0.3681,1.4600,4.1866,0.1863,1.9330,0,有效,1.0000
301518,长华化学,化学制品,创业板,普通观察,36.0053,26.0735,40.6852,39.8383,0.7563,224.5372,2.0951,0.3996,1.1497,2.8774,0.5579,-0.2555,1,有效,1.0000
301000,肇民科技,汽车零部件,创业板,价值陷阱复核,35.9127,32.0558,45.5383,29.5930,0.5588,40.9212,4.3814,0.6834,0.6789,1.1318,0.7665,-0.1709,2,有效,1.0000
300354,东华测试,通用设备,创业板,普通观察,35.7621,41.0406,52.5293,14.4706,0.4396,36.9250,4.2218,0.2013,0.3153,1.5729,0.8209,0.2514,1,有效,1.0000
688248,南网科技,电力,科创板,普通观察,35.7005,14.9781,51.9227,37.2404,0.6974,72.1172,8.7571,0.4177,1.1519,2.7514,0.7729,0.3352,0,有效,1.0000
000977,浪潮信息,计算机设备,主板,价值陷阱复核,35.6611,54.4756,27.2019,27.9936,0.0601,22.6514,4.2155,0.1027,0.2919,2.7191,0.5359,-0.4460,2,有效,1.0000
600925,苏能股份,煤炭开采加工,主板,价值陷阱复核,35.3294,20.7020,28.2380,54.9585,0.4405,159.1016,1.9188,0.6116,2.3361,3.8505,0.1025,-0.7791,2,有效,1.0000
603637,镇海股份,建筑装饰,主板,价值陷阱复核,35.2064,21.5602,41.2956,40.8138,0.9200,56.6298,3.3189,0.3610,0.5509,1.7977,0.7077,-0.1229,3,有效,1.0000
603229,奥翔药业,化学制药,主板,价值陷阱复核,35.0680,26.6876,42.9994,34.3199,0.6452,78.9688,2.6797,0.4005,0.8738,2.8997,0.8172,-0.1692,2,有效,1.0000
