code6,name,industry,market_type,research_status,dqc_score,valuation_score,dividend_score,cashflow_score,dividend_yield,pe_ttm,pb,average_payout,cash_conversion,cash_coverage,dividend_stability,dividend_cagr,risk_flag_count,factor_status,factor_coverage
688639,华恒生物,化学制品,科创板,价值陷阱复核,34.8440,54.8688,31.4083,21.1156,0.4911,36.6159,1.6016,0.3153,0.7896,2.6177,0.4638,-0.4689,3,有效,1.0000
002481,双塔食品,农产品加工,主板,价值陷阱复核,34.7170,22.7020,26.5057,53.2269,0.1957,492.4957,2.3029,0.3969,2.7790,6.5847,0.5256,-0.4312,2,有效,1.0000
300669,沪宁股份,专用设备,创业板,价值陷阱复核,34.6964,11.1426,41.8536,47.7283,0.3042,327.7706,4.9934,0.6918,1.9243,3.4888,0.8345,-0.1857,2,有效,1.0000
301280,珠城科技,白色家电,创业板,价值陷阱复核,34.5526,39.6189,34.7798,29.9827,0.3755,32.5294,4.1608,0.6313,0.5578,1.7534,0.5219,-0.4677,2,有效,1.0000
002929,润建股份,通信服务,主板,价值陷阱复核,34.4621,33.4257,30.0293,39.7832,0.1507,557.2146,2.1722,0.1591,1.0788,7.2022,0.4747,-0.5038,2,有效,1.0000
300990,同飞股份,通用设备,创业板,普通观察,34.1668,23.9269,59.2277,17.8829,0.5546,59.9073,7.0018,0.4619,0.7246,1.3126,0.9949,0.0062,1,有效,1.0000
301179,泽宇智能,电网设备,创业板,价值陷阱复核,34.1481,33.6345,54.6915,14.0450,1.2018,46.6325,3.2394,0.5119,0.3946,0.7830,0.7201,-0.2304,3,有效,1.0000
603308,应流股份,通用设备,主板,普通观察,34.1450,19.8977,42.5868,37.9152,0.3832,85.0551,6.2570,0.2687,0.7355,2.3601,0.6844,0.1547,1,有效,1.0000
688375,国博电子,军工电子,科创板,普通观察,34.1239,13.1164,39.8346,46.4196,0.4575,106.1848,6.8020,0.5003,1.3839,3.3556,0.6074,0.0078,0,有效,1.0000
300727,润禾材料,化学制品,创业板,普通观察,33.9253,25.1294,56.1853,19.2045,0.8417,53.0075,4.0199,0.4313,0.5467,1.2676,0.7111,0.4545,1,有效,1.0000
301008,宏昌科技,白色家电,创业板,价值陷阱复核,33.6573,20.3875,25.7800,52.9088,0.0812,114.8290,3.7653,0.2149,1.6566,7.4895,0.0817,-0.7220,2,有效,1.0000
002589,瑞康医药,医药商业,主板,价值陷阱复核,33.6264,36.9870,12.5770,51.7953,0.0621,524.3167,0.8929,0.9628,4.0589,4.6799,0.4444,-0.6123,3,有效,1.0000
688006,杭可科技,电池,科创板,价值陷阱复核,33.4784,37.4245,48.8459,14.7285,0.7921,49.8760,2.2044,0.3802,0.5187,1.2407,0.6922,-0.2568,3,有效,1.0000
301399,英特科技,通用设备,创业板,价值陷阱复核,33.3924,26.1620,36.2136,36.7686,0.5635,320.6515,2.8739,0.6441,1.3787,2.1406,0.3296,-0.5610,2,有效,1.0000
300946,恒而达,通用设备,创业板,普通观察,33.2985,16.7754,46.2410,34.5187,0.4307,249.2810,4.7780,0.3162,0.8005,2.9596,0.7133,0.1647,1,有效,1.0000
600838,上海九百,零售,主板,价值陷阱复核,33.0390,32.4074,49.2978,17.3217,0.3142,74.1309,2.2229,0.3029,0.1021,0.3396,0.8235,-0.1495,3,有效,1.0000
688305,科德数控,通用设备,科创板,普通观察,32.9975,22.7641,50.9335,23.8328,0.3398,99.6325,3.8914,0.2493,0.5375,2.7872,0.9514,0.0477,1,有效,1.0000
601208,东材科技,塑料制品,主板,普通观察,32.6101,11.8461,56.4789,26.5390,0.5537,120.6515,7.8935,0.4910,0.5029,1.0241,0.7874,0.0529,1,有效,1.0000
688625,呈和科技,化学制品,科创板,普通观察,32.5780,18.0633,31.4503,46.1468,0.5583,59.0747,9.2454,0.3176,0.8491,2.6735,0.4222,-0.5139,1,有效,1.0000
301148,嘉戎技术,环境治理,创业板,普通观察,32.4627,10.7148,46.1327,37.4337,0.8202,158.6745,3.7027,0.8865,1.1803,1.3112,0.9978,-0.0003,1,有效,1.0000
605339,南侨食品,食品加工制造,主板,价值陷阱复核,32.2091,32.6538,26.4950,37.5419,0.1529,772.2867,1.6543,0.3105,1.3014,4.1920,0.4469,-0.4810,2,有效,1.0000
605255,天普股份,汽车零部件,主板,价值陷阱复核,31.9442,4.1501,11.0716,76.6403,0.0459,16525.3246,10.8322,0.9637,2.7091,2.8111,0.5198,-0.3258,2,有效,1.0000
600833,第一医药,医药商业,主板,价值陷阱复核,31.9048,36.7789,37.0967,22.5351,0.6032,33.6738,2.1001,0.3013,0.6552,2.0976,0.5811,-0.2101,3,有效,1.0000
688056,莱伯泰科,通用设备,科创板,价值陷阱复核,31.8487,31.1089,13.3031,51.0284,0.4463,82.5891,3.3415,1.2275,1.4088,1.1477,0.4806,-0.5663,2,有效,1.0000
002965,祥鑫科技,汽车零部件,主板,价值陷阱复核,30.9018,33.8788,40.2200,19.0319,0.4916,324.0561,1.7873,0.3038,0.8185,2.6938,0.6830,-0.3419,2,有效,1.0000
688663,新风光,电网设备,科创板,价值陷阱复核,30.7395,11.9295,37.7242,39.8776,0.5674,124.0847,7.6590,0.4225,1.3265,2.8719,0.6362,-0.3379,2,有效,1.0000
603191,望变电气,电网设备,主板,价值陷阱复核,30.5213,31.8850,28.8301,31.0435,0.3376,149.4806,2.0203,0.2383,1.2442,5.8517,0.4322,-0.4249,2,有效,1.0000
600106,重庆路桥,公路铁路运输,主板,价值陷阱复核,30.2719,29.7275,34.3223,26.6882,0.4153,105.8673,1.1645,0.3031,0.8159,2.7045,0.7547,-0.2640,2,有效,1.0000
301018,申菱环境,通用设备,创业板,普通观察,29.8853,7.2708,48.5091,30.6454,0.3936,302.3575,13.3434,0.3684,1.1710,3.1789,0.7742,0.2530,0,有效,1.0000
301468,博盈特焊,专用设备,创业板,价值陷阱复核,29.8755,23.8701,34.3222,30.5762,0.3826,221.5497,2.4051,0.4873,1.0192,2.1387,0.5876,-0.3721,2,有效,1.0000
688085,三友医疗,医疗器械,科创板,价值陷阱复核,29.8474,36.2603,23.9321,30.2659,0.1065,88.1670,2.2320,0.1018,1.0775,10.6191,0.1478,-0.4252,2,有效,1.0000
301128,强瑞技术,专用设备,创业板,普通观察,29.0980,16.4956,57.3731,11.6250,0.7928,92.2004,16.6056,0.5842,0.4859,1.0692,0.7207,0.2649,1,有效,1.0000
301093,华兰股份,医疗器械,创业板,价值陷阱复核,29.0481,8.3382,22.9427,52.9048,0.0978,528.4955,5.8370,0.5096,1.9192,4.7810,0.2022,-0.6751,2,有效,1.0000
603315,福鞍股份,环境治理,主板,价值陷阱复核,28.5751,20.5610,34.4315,29.5880,0.2898,132.9023,2.0475,0.3034,0.8946,2.9449,0.7607,-0.1866,2,有效,1.0000
603505,金石资源,化学制品,主板,价值陷阱复核,28.2283,27.1091,39.8858,17.5300,0.6424,44.2443,6.7953,0.3500,0.4126,1.3343,0.6735,-0.2530,2,有效,1.0000
001324,长青科技,轨交设备,主板,价值陷阱复核,27.6907,27.9621,40.5161,14.6325,0.7352,99.1275,2.4921,0.4320,0.0663,0.1084,0.3987,-0.3559,3,有效,1.0000
002990,盛视科技,计算机设备,主板,价值陷阱复核,27.0119,27.8276,31.5058,21.8188,0.3532,74.0202,4.8288,0.3137,0.5214,1.4597,0.4859,-0.4944,3,有效,1.0000
688502,茂莱光学,光学光电子,科创板,普通观察,26.5402,6.5290,35.4449,34.7881,0.1027,135484.8716,18.1240,0.4651,1.2316,1.6767,0.5731,-0.2077,1,有效,1.0000
688205,德科立,通信设备,科创板,价值陷阱复核,26.4461,15.1305,28.4597,34.1315,0.0727,255.3434,14.7498,0.5469,0.7256,3.2803,0.5474,-0.4394,3,有效,1.0000
300512,中亚股份,专用设备,创业板,价值陷阱复核,25.2979,41.5770,19.5412,17.1010,0.3151,101.0980,1.8038,0.9180,0.8888,0.8979,0.5462,-0.4518,3,有效,1.0000
688017,绿的谐波,自动化设备,科创板,普通观察,25.2494,6.3533,30.3400,36.3554,0.1093,370.5079,14.4907,0.3262,1.2222,2.9503,0.6281,-0.1277,1,有效,1.0000
002703,浙江世宝,汽车零部件,主板,普通观察,24.8738,20.9385,47.9831,5.1375,0.2913,69.6570,6.1151,0.2014,0.0414,0.2170,0.6503,0.5710,1,有效,1.0000
300564,筑博设计,建筑装饰,创业板,价值陷阱复核,23.9571,37.3366,29.7386,6.7075,1.5873,45.3346,1.6523,1.6578,0.5102,0.5200,0.7155,-0.2963,4,有效,1.0000
300316,晶盛机电,光伏设备,创业板,价值陷阱复核,23.9272,22.6960,30.2723,18.6374,0.4082,109.8107,3.0597,0.2084,0.7066,3.3913,0.4604,-0.5371,3,有效,1.0000
688601,力芯微,半导体,科创板,价值陷阱复核,22.3745,15.3769,30.3245,20.4224,0.2348,486.9326,6.4019,0.4001,1.0582,2.5079,0.4374,-0.5932,2,有效,1.0000
688535,华海诚科,半导体,科创板,价值陷阱复核,21.0279,16.1656,31.4651,14.7584,0.0892,296.1902,6.6547,0.6024,0.3165,0.8018,0.6436,-0.3711,3,有效,1.0000
301211,亨迪药业,化学制药,创业板,价值陷阱复核,19.7772,31.8070,22.7968,6.4463,0.4910,101.3026,2.0676,0.7849,0.7783,0.9915,0.4080,-0.5743,3,有效,1.0000
300720,海川智能,通用设备,创业板,价值陷阱复核,17.5854,4.7506,13.9747,32.1973,0.1623,659.5903,20.6598,0.9371,0.9582,1.0224,0.5252,-0.4472,3,有效,1.0000
003036,泰坦股份,专用设备,主板,价值陷阱复核,16.5072,8.3373,31.2329,8.7843,0.4264,272.1672,7.9992,0.3018,0.4529,1.5021,0.2379,-0.6033,3,有效,1.0000
300994,久祺股份,汽车服务及其他,创业板,普通观察,,59.9046,72.0839,37.0904,6.0798,30.5013,2.3300,0.7991,1.2795,1.2851,0.1042,0.6218,0,基础数据不足,1.0000
600575,淮河能源,电力,主板,普通观察,,77.8056,77.7194,31.4104,5.5882,17.2470,1.1345,0.5554,2.2132,2.4290,0.0727,0.7088,0,基础数据不足,1.0000
002412,汉森制药,中药,主板,普通观察,,60.4873,45.5669,40.4484,4.6802,19.2822,1.9452,0.0000,0.7850,1.6255,0.0000,,1,基础数据不足,1.0000
002107,沃华医药,中药,主板,普通观察,,26.4314,44.5934,50.3185,4.2628,33.7745,5.6651,1.6041,2.1993,0.8664,0.2919,0.0315,1,基础数据不足,1.0000
601156,东航物流,物流,主板,普通观察,,82.9829,68.6357,59.8017,3.6773,10.7222,1.5125,0.3998,2.1049,4.6128,0.2929,,0,基础数据不足,1.0000
002258,利尔化学,农化制品,主板,普通观察,,50.3262,63.0437,39.9257,3.0651,26.1772,1.5022,0.6687,1.5542,3.0010,0.1835,,1,基础数据不足,1.0000
603155,新亚强,化学制品,主板,价值陷阱复核,,26.2864,47.4613,35.7557,2.9189,64.6004,2.7372,1.9280,1.4394,0.5311,0.2640,,2,基础数据不足,1.0000
688013,天臣医疗,医疗器械,科创板,普通观察,,40.0879,47.1094,32.1078,2.7038,37.2377,3.8166,1.2261,1.0292,0.5687,0.2883,,1,基础数据不足,1.0000
301039,中集车辆,汽车整车,创业板,普通观察,,60.3205,66.7808,60.2735,2.2951,17.1940,1.0184,0.3379,1.7440,3.9270,0.1000,,1,基础数据不足,1.0000
600595,中孚实业,工业金属,主板,普通观察,,86.8658,43.4291,46.1712,2.2293,9.2204,1.4063,0.0000,1.7160,1.6824,0.0000,,0,基础数据不足,1.0000
002668,TCL智家,白色家电,主板,普通观察,,76.5328,36.4355,82.0386,1.9633,9.8243,2.5572,0.0000,2.2656,11.5199,0.0000,,0,基础数据不足,1.0000
301305,朗坤科技,环境治理,创业板,普通观察,,52.3869,53.9771,40.5040,1.7802,21.1278,1.6622,0.3642,1.7818,3.2228,0.2722,0.1523,0,基础数据不足,1.0000
002687,乔治白,服装家纺,主板,价值陷阱复核,,54.1350,50.8366,57.0588,1.7635,37.9948,2.0571,0.4799,2.3209,5.0182,0.1357,-0.3499,2,基础数据不足,1.0000
688566,吉贝尔,化学制药,科创板,普通观察,,57.4887,58.7046,38.0821,1.7420,24.6708,2.0747,0.3981,0.9491,1.8876,0.2534,,0,基础数据不足,1.0000
000993,闽东电力,电力,主板,普通观察,,19.2467,48.3370,16.5942,1.5025,337.9091,2.2898,0.3906,1.3108,1.8402,0.2900,-0.0513,1,基础数据不足,1.0000
002614,奥佳华,小家电,主板,价值陷阱复核,,43.9708,24.8053,43.1277,1.3680,-39.4581,0.8314,1.8124,3.3012,2.0884,0.4344,-0.4225,3,基础数据不足,1.0000
003028,振邦智能,消费电子,主板,普通观察,,45.8856,55.4050,40.6073,1.1828,88.8802,1.9103,0.4938,1.7048,3.1317,0.1853,,1,基础数据不足,1.0000
300145,南方泵业,通用设备,创业板,普通观察,,51.0536,28.3277,89.9192,1.0593,35.5370,3.0364,0.0000,3.2717,6.6618,0.0000,,0,基础数据不足,1.0000
000090,天健集团,房地产,主板,价值陷阱复核,,39.8594,41.1705,37.6985,0.9730,-44.0878,0.6020,0.3011,1.8374,6.1023,0.3030,-0.6205,2,基础数据不足,1.0000
301009,可靠股份,美容护理,创业板,普通观察,,30.0211,45.3452,59.7298,0.9464,-36068.0080,1.9047,0.8852,3.5095,3.9648,0.7473,0.2600,1,基础数据不足,1.0000
002611,东方精工,专用设备,主板,普通观察,,87.7221,25.0087,52.7272,0.8949,4.1412,1.8241,0.0000,1.2054,4.1754,0.0000,,0,基础数据不足,1.0000
601975,招商南油,港口航运,主板,普通观察,,61.5293,16.2738,61.8445,0.8940,14.5533,1.8543,0.0000,1.5799,16.4933,0.0000,,0,基础数据不足,1.0000
600237,铜峰电子,元件,主板,普通观察,,66.4979,25.4047,76.4072,0.8929,46.5174,2.6689,0.0000,2.0059,4.0178,0.0000,,0,基础数据不足,1.0000
688718,唯赛勃,环保设备,科创板,普通观察,,37.4319,45.8485,30.2879,0.8868,44.6057,2.8795,0.4332,0.6908,1.9368,0.2929,0.0037,1,基础数据不足,1.0000
600668,尖峰集团,建筑材料,主板,普通观察,,42.4672,59.9818,18.3505,0.8850,-14.3656,0.5709,0.3186,0.5431,5.4465,0.9142,0.0926,1,基础数据不足,1.0000
002093,国脉科技,通信服务,主板,普通观察,,32.0996,61.5511,34.3070,0.8696,-456.1252,1.9652,0.5667,1.2574,2.1374,0.7155,0.4208,0,基础数据不足,1.0000
001268,联合精密,白色家电,主板,普通观察,,13.0720,60.4108,64.7580,0.8444,-403.1945,3.8668,0.6061,1.7921,4.1201,0.7471,0.0919,0,基础数据不足,1.0000
603358,华达科技,汽车零部件,主板,普通观察,,6.2673,56.9134,34.0550,0.8119,-742.4759,6.2012,0.7596,1.0415,1.3592,0.8373,0.1195,1,基础数据不足,1.0000
688576,西山科技,医疗器械,科创板,价值陷阱复核,,35.3391,43.9312,22.8895,0.7942,-326.0593,1.5373,0.4353,0.5802,1.3927,0.7012,-0.3201,3,基础数据不足,1.0000
688352,颀中科技,半导体,科创板,普通观察,,23.8883,76.8605,75.2583,0.7930,-150.0325,3.5601,0.3795,2.2036,5.1765,0.9965,-0.0037,1,基础数据不足,1.0000
600839,四川长虹,黑色家电,主板,普通观察,,77.0619,40.1383,81.9421,0.6593,14.7091,1.8879,0.2783,3.8160,7.3572,0.2280,,0,基础数据不足,1.0000
001203,大中矿业,钢铁,主板,普通观察,,17.9589,36.7899,49.8893,0.6525,59.5128,5.3947,0.4133,1.5729,3.6443,0.2567,,1,基础数据不足,1.0000
600746,江苏索普,化学原料,主板,普通观察,,52.8026,50.0337,75.8442,0.5814,35.9758,1.5356,0.2696,8.6523,16.8013,0.2799,,0,基础数据不足,1.0000
002748,世龙实业,化学原料,主板,普通观察,,59.9932,43.0624,54.8995,0.5809,25.3895,2.0177,0.3125,5.5988,3.5361,0.1835,,0,基础数据不足,1.0000
603577,汇金通,电网设备,主板,普通观察,,56.5115,36.7948,66.5698,0.5779,42.5788,1.6952,0.2001,2.1149,7.2602,0.1504,,0,基础数据不足,1.0000
600858,银座股份,零售,主板,普通观察,,49.9716,40.4608,71.1096,0.5600,92.3879,0.9851,0.3072,12.3955,43.0116,0.2498,,1,基础数据不足,1.0000
600609,金杯汽车,汽车零部件,主板,普通观察,,65.0350,16.3428,60.0339,0.4968,19.5409,2.5780,0.0000,2.2177,17.3663,0.0000,,0,基础数据不足,1.0000
002908,德生科技,IT服务,主板,价值陷阱复核,,21.5797,47.9729,61.1017,0.4748,-117.1816,2.9054,1.0466,6.4198,6.1341,0.9981,0.0020,2,基础数据不足,1.0000
000688,国城矿业,小金属,主板,普通观察,,57.7993,46.2014,48.5249,0.4676,27.2318,9.6727,0.1431,1.0154,17.9787,0.0000,1.7672,0,基础数据不足,1.0000
600292,电投水电,电力,主板,普通观察,,26.9092,41.5496,54.9391,0.4674,48.7378,3.2199,0.4048,9.2162,22.5818,0.0000,2.4959,0,基础数据不足,1.0000
002290,禾盛新材,白色家电,主板,普通观察,,18.9655,14.5699,60.9258,0.4595,80.2822,15.4573,0.0000,2.0200,3.1130,0.0000,,0,基础数据不足,1.0000
000012,南玻A,建筑材料,主板,价值陷阱复核,,37.3638,28.9141,59.8820,0.4515,-31.0813,0.9095,0.4758,6.5859,8.3002,0.1215,-0.7209,2,基础数据不足,1.0000
603950,长源东谷,汽车零部件,主板,普通观察,,26.5398,38.4302,48.6681,0.4490,46.7198,5.8303,0.1082,1.3587,8.8812,0.2305,,0,基础数据不足,1.0000
300046,台基股份,半导体,创业板,普通观察,,25.7363,41.5787,45.5234,0.4323,129.4540,4.9043,0.7227,2.2932,1.5296,0.2926,,0,基础数据不足,1.0000
603986,兆易创新,半导体,主板,普通观察,,51.6248,34.7562,56.6447,0.3501,33.7935,7.1871,0.2046,1.8432,6.6312,0.1544,,0,基础数据不足,1.0000
002224,三力士,橡胶制品,主板,价值陷阱复核,,36.8984,40.2257,56.2888,0.3417,-293.6942,1.1162,0.7294,3.8118,5.2259,0.7138,-0.2964,2,基础数据不足,1.0000
300772,运达股份,风电设备,创业板,普通观察,,35.6504,48.8929,71.2339,0.3148,-137.5948,1.1396,0.1016,4.2713,43.1763,0.8676,0.1599,0,基础数据不足,1.0000
002686,亿利达,通用设备,主板,普通观察,,27.8886,36.3231,66.3171,0.3058,-445.2834,2.2768,0.3673,6.3336,11.5247,0.7185,-0.0054,0,基础数据不足,1.0000
600058,五矿发展,贸易,主板,普通观察,,22.1435,5.1413,58.5541,0.2917,-123.6399,2.1272,0.0000,14.4207,33.9676,0.0000,,1,基础数据不足,1.0000
300339,润和软件,IT服务,创业板,普通观察,,15.3645,12.8186,24.3638,0.2828,227.6617,7.4477,0.0000,0.8349,1.3236,0.0000,,1,基础数据不足,1.0000
300992,泰福泵业,通用设备,创业板,普通观察,,25.3069,49.1798,61.7110,0.2778,-1283.2107,2.7289,0.3783,4.6601,27.1429,0.9753,0.0279,1,基础数据不足,1.0000
301398,星源卓镁,汽车零部件,创业板,价值陷阱复核,,10.9032,37.4142,34.4401,0.2771,-75.4326,4.0251,0.3652,0.8594,2.3012,0.7670,-0.2254,2,基础数据不足,1.0000
300195,长荣股份,专用设备,创业板,普通观察,,42.4393,5.1016,62.9385,0.2497,354.4021,0.9648,0.0000,6.2360,17.7075,0.0000,,1,基础数据不足,1.0000
000893,亚钾国际,农化制品,主板,普通观察,,43.1269,4.8815,59.3773,0.2293,18.4232,2.7333,0.0000,1.3644,22.7109,0.0000,,0,基础数据不足,1.0000
603221,爱丽家居,家居用品,主板,价值陷阱复核,,10.4691,25.9410,42.0569,0.2290,-128.3005,4.0985,0.3192,1.9671,5.8025,0.4053,-0.4549,2,基础数据不足,1.0000
300049,福瑞医科,医疗器械,创业板,普通观察,,20.1499,4.4680,72.3645,0.2130,72.0154,6.0862,0.0000,2.2813,8.8772,0.0000,,0,基础数据不足,1.0000
603535,嘉诚国际,物流,主板,价值陷阱复核,,32.8944,32.4594,44.7762,0.1867,-169.0512,1.3266,0.1698,1.0988,7.0613,0.6004,-0.3381,2,基础数据不足,1.0000
000661,长春高新,生物制品,主板,价值陷阱复核,,41.6701,28.8526,43.8107,0.1729,-84.6935,1.3323,0.4043,1.2018,2.9721,0.2657,-0.8115,2,基础数据不足,1.0000
600644,乐山电力,电力,主板,普通观察,,17.4636,2.5603,82.7956,0.1538,262.2952,2.8288,0.0000,9.0223,35.8791,0.0000,,0,基础数据不足,1.0000
300695,兆丰股份,汽车零部件,创业板,普通观察,,81.7325,26.4948,27.6147,0.1499,16.1744,1.6407,0.0432,0.6082,6.0940,0.0000,,1,基础数据不足,1.0000
300265,通光线缆,电网设备,创业板,价值陷阱复核,,18.2889,25.1509,66.7320,0.1493,-1238.4334,2.7469,0.3648,3.0623,7.8298,0.4701,-0.4949,2,基础数据不足,1.0000
300553,集智股份,通用设备,创业板,普通观察,,6.4989,27.4655,48.4327,0.1238,-2315.6104,7.1527,0.1735,0.9397,3.8101,0.2928,-0.0113,1,基础数据不足,1.0000
301125,腾亚精工,通用设备,创业板,普通观察,,10.2630,35.5622,64.2261,0.1088,-264.1925,4.8298,0.5790,8.2596,12.9918,0.8145,-0.0339,0,基础数据不足,1.0000
301102,兆讯传媒,文化传媒,创业板,价值陷阱复核,,28.0577,23.4452,80.1657,0.0953,-102.5243,1.3281,0.3025,5.8126,54.1414,0.0676,-0.6873,2,基础数据不足,1.0000
300803,指南针,软件开发,创业板,普通观察,,9.7311,3.7951,68.0007,0.0611,248.0417,16.3311,0.0000,19.7941,62.5872,0.0000,,0,基础数据不足,1.0000
002646,天佑德酒,白酒,主板,价值陷阱复核,,34.8691,21.0297,14.7246,0.0578,-91.9678,1.1880,0.5573,1.1598,1.6580,0.1245,-0.8045,2,基础数据不足,1.0000
003040,楚天龙,通信设备,主板,价值陷阱复核,,15.8519,23.5233,75.1051,0.0484,-573.2177,6.2921,0.6449,10.3772,16.1687,0.0194,-0.7435,2,基础数据不足,1.0000
600166,福田汽车,汽车整车,主板,普通观察,,61.5731,0.0000,21.4325,,15.3324,1.4446,0.0000,1.3892,,,,0,基础数据不足,0.9167
601399,国机重装,专用设备,主板,普通观察,,57.2608,0.0000,69.1650,,48.8257,1.5746,0.0000,2.1575,,,,0,基础数据不足,0.9167
603052,可川科技,消费电子,主板,价值陷阱复核,,5.7564,54.7604,47.3642,,-274.6392,9.8888,0.4993,2.7412,4.7470,0.2577,,2,基础数据不足,0.9167
688728,格科微,半导体,科创板,普通观察,,18.9017,52.8661,58.2600,,1298.2637,4.6083,0.3028,8.3957,21.5092,0.0069,,1,基础数据不足,0.9167
000766,通化金马,化学制药,主板,普通观察,,4.9880,0.0000,64.2504,,630.1232,6.6848,0.0000,2.8837,,,,1,基础数据不足,0.9167
000705,浙江震元,医药商业,主板,价值陷阱复核,,24.6978,53.9526,36.1317,,-51.2182,1.2412,0.2456,1.7907,4.1630,0.2929,,2,基础数据不足,0.9167
002263,大东南,塑料制品,主板,普通观察,,31.5375,0.0000,66.8344,,293.1823,2.1460,0.0000,2.8379,,,,0,基础数据不足,0.9167
300131,英唐智控,其他电子,创业板,普通观察,,11.2016,0.0000,50.6175,,-2602.5045,11.0499,0.0000,2.3206,,,,1,基础数据不足,0.9167
300279,和晶科技,白色家电,创业板,普通观察,,37.7546,0.0000,62.6525,,74.9226,2.6366,0.0000,3.3339,,,,0,基础数据不足,0.9167
300254,仟源医药,化学制药,创业板,普通观察,,19.1005,0.0000,45.1711,,78.3544,5.0102,0.0000,1.6815,,,,0,基础数据不足,0.9167
300960,通业科技,轨交设备,创业板,价值陷阱复核,,27.5522,8.3356,36.2197,,54.1352,3.6562,1.1490,1.1045,1.0499,0.2910,,2,基础数据不足,0.9167
603360,百傲化学,农化制品,主板,价值陷阱复核,,13.5310,57.4891,25.2888,,51.3611,6.4219,0.6584,1.1867,1.1705,0.2640,,2,基础数据不足,0.9167
600416,湘电股份,电机,主板,普通观察,,36.8287,0.0000,55.7937,,275.9940,1.3577,0.0000,1.7831,,,,1,基础数据不足,0.9167
601113,华鼎股份,化学纤维,主板,普通观察,,57.7755,0.0000,33.1200,,39.8766,0.9903,0.0000,1.7144,,,,0,基础数据不足,0.9167
002828,贝肯能源,油气开采及服务,主板,价值陷阱复核,,16.8873,66.1582,56.4540,,-20.3530,3.9149,0.4108,6.9341,6.4363,0.2158,,2,基础数据不足,0.9167
002077,大港股份,半导体,主板,普通观察,,45.8131,0.0000,66.1436,,107.3948,2.3979,0.0000,2.3728,,,,1,基础数据不足,0.9167
600186,莲花控股,食品加工制造,主板,普通观察,,13.9439,0.0000,13.4935,,54.0068,10.4832,0.0000,0.7126,,,,1,基础数据不足,0.9167
600731,湖南海利,农化制品,主板,普通观察,,71.0241,59.8511,63.7193,,18.1534,0.9972,0.4082,1.3984,3.4944,0.2929,,1,基础数据不足,0.9167
601599,浙文影业,纺织制造,主板,普通观察,,44.7376,0.0000,68.8750,,35.8323,2.3905,0.0000,2.6768,,,,0,基础数据不足,0.9167
002164,宁波东力,通用设备,主板,普通观察,,55.1501,0.0000,29.6124,,25.6123,3.6332,0.0000,1.3075,,,,0,基础数据不足,0.9167
002384,东山精密,元件,主板,价值陷阱复核,,23.2938,55.1945,86.6526,,98.9846,14.5631,0.1094,3.8289,27.0664,0.0121,,2,基础数据不足,0.9167
300355,蒙草生态,环境治理,创业板,价值陷阱复核,,31.5920,51.5836,58.0320,,-46.1821,1.1378,0.1481,15.8233,146.0354,0.0000,,2,基础数据不足,0.9167
600179,安通控股,港口航运,主板,普通观察,,60.4833,0.0000,36.8150,,15.8925,1.5628,0.0000,1.8893,,,,0,基础数据不足,0.9167
600771,广誉远,中药,主板,普通观察,,14.1751,0.0000,66.6378,,95.6960,4.0660,0.0000,2.3924,,,,1,基础数据不足,0.9167
000533,顺钠股份,电网设备,主板,普通观察,,16.7643,0.0000,58.5625,,70.5091,7.8235,0.0000,3.0760,,,,0,基础数据不足,0.9167
000803,山高环能,环境治理,主板,普通观察,,24.3290,0.0000,55.5987,,66.5047,2.4135,0.0000,28.6774,,,,0,基础数据不足,0.9167
002134,天津普林,元件,主板,普通观察,,14.0982,0.0000,54.5193,,130.9062,9.7966,0.0000,3.8544,,,,1,基础数据不足,0.9167
300247,融捷健康,小家电,创业板,普通观察,,46.3030,0.0000,47.7050,,42.1740,2.5649,0.0000,1.5469,,,,0,基础数据不足,0.9167
603393,新天然气,油气开采及服务,主板,价值陷阱复核,,76.7168,7.7792,53.3940,,20.2326,1.1924,0.0000,1.8845,5.1749,0.0000,,2,基础数据不足,0.9167
600603,广汇物流,物流,主板,普通观察,,,0.0000,62.3625,,,,0.0000,3.5822,,,,1,基础数据不足,0.7500
600654,中安科,其他社会服务,主板,普通观察,,19.3540,0.0000,50.1250,,90.9349,4.7806,0.0000,2.0755,,,,1,基础数据不足,0.9167
603613,国联股份,互联网电商,主板,价值陷阱复核,,88.3591,51.5512,43.7364,,10.7455,1.4579,0.0326,0.4549,5.4131,0.0427,,2,基础数据不足,0.9167
688347,华虹宏力,半导体,科创板,价值陷阱复核,,10.5514,1.4331,72.9652,,555.4402,8.2359,0.0000,9.4811,83.4660,0.0000,,2,基础数据不足,0.9167
600722,金牛化工,化学原料,主板,普通观察,,12.6037,0.0000,57.4175,,221.1775,9.7041,0.0000,1.7346,,,,0,基础数据不足,0.9167
600777,新潮能源,油气开采及服务,主板,普通观察,,99.3994,0.0000,61.5825,,8.9540,,0.0000,3.5533,,,,1,基础数据不足,0.8333
601155,新城控股,房地产,主板,普通观察,,63.7636,0.0000,54.6875,,42.5490,0.4318,0.0000,2.0949,,,,0,基础数据不足,0.9167
688523,航天环宇,军工装备,科创板,价值陷阱复核,,8.2688,3.6125,17.5401,,1011.1924,10.1329,0.0000,0.5641,0.4854,0.0000,,3,基础数据不足,0.9167
