code6,name,final_status,growth_profile,final_score,growth_core,quality_score,balance_score,news_news_score,current_revenue_growth,current_profit_growth,revenue_acceleration,profit_acceleration,persistence_score,cash_margin,cash_to_profit,current_roe,current_net_margin,current_debt_ratio,news_news_count,news_positive_articles,news_negative_articles,news_positive_groups,news_negative_groups,low_base_flag,cash_mismatch_flag,high_debt_flag,factor_status,factor_coverage
600547,山东黄金,观察,增速观察,52.3368,43.0998,73.3087,38.1041,,-5.5987,26.1722,-31.9801,-34.4008,83.3333,0.145,2.1932,10.15,10.6965,61.8959,0,0,0,[],[],False,False,False,有效,1.0
601608,中信重工,观察,增速观察,52.2868,47.4498,62.6032,46.165,,1.1077,2.9505,0.2,2.707,66.6667,0.1625,3.126,2.25,5.1013,53.835,0,0,0,[],[],False,False,False,有效,1.0
600694,大商股份,加速/反转观察,加速成长,52.282,49.9489,54.8798,54.0856,,0.6938,0.3191,11.4459,16.6281,50.0,0.0797,0.7117,4.27,12.3793,45.9144,0,0,0,[],[],False,False,False,有效,1.0
603658,安图生物,观察,增速观察,52.2435,38.6015,61.6275,74.4015,,-0.1155,-12.9382,5.3593,-2.353,16.6667,0.1049,0.4342,5.49,24.4034,25.5985,0,0,0,[],[],False,False,False,有效,1.0
603318,水发燃气,加速/反转观察,反转/低基数,52.2349,59.4545,41.9827,51.0805,,-6.0811,166.0565,-4.5514,342.8373,33.3333,0.0307,0.8507,2.38,5.8509,48.9195,0,0,0,[],[],True,False,False,有效,1.0
605198,安德利,观察,增速观察,52.196,17.8517,83.7013,92.2181,,-24.4468,-38.7062,-42.7246,-65.4193,66.6667,0.7514,4.3668,4.33,17.2082,7.7819,0,0,0,[],[],False,False,False,有效,1.0
002223,鱼跃医疗,观察,增速观察,52.1768,27.5872,75.3592,79.5807,,-1.9243,-29.9235,-7.0685,-11.9855,16.6667,0.2587,1.4026,6.22,18.5557,20.4193,0,0,0,[],[],False,False,False,有效,1.0
600353,旭光电子,观察,持续成长,52.1764,63.152,32.9325,57.7377,,16.8035,11.6237,13.748,-46.0423,100.0,-0.0474,-0.61,3.71,6.2778,42.2623,0,0,0,[],[],False,True,False,有效,1.0
601799,星宇股份,观察,增速观察,52.1762,40.0939,65.922,60.9316,,1.8729,-5.2556,-13.2463,-20.58,83.3333,0.144,1.4807,5.8052,9.7227,39.0684,0,0,0,[],[],False,False,False,有效,1.0
002565,顺灏股份,观察,增速观察,52.1686,35.1798,65.8387,75.7948,,-14.8761,-4.7103,6.9058,-34.7134,50.0,0.2069,3.4379,1.73,7.5383,24.2052,0,0,0,[],[],False,False,False,有效,1.0
000970,中科三环,加速/反转观察,反转/低基数,52.1469,59.063,30.9971,73.698,,23.6734,11.8645,25.3062,-648.6309,50.0,0.0087,0.6407,0.76,1.9557,26.302,0,0,0,[],[],True,False,False,有效,1.0
603262,技源集团,观察,增速观察,52.1128,28.0159,72.3417,83.9458,,-8.574,-25.1991,-17.676,-1.837,50.0,0.2412,1.6985,4.63,14.3829,16.0542,0,0,0,[],[],False,False,False,有效,1.0
002673,西部证券,观察,增速观察,52.0913,75.7059,31.4047,22.621,,32.1636,31.8808,43.0012,6.911,66.6667,-0.4429,-1.5771,3.42,29.8186,77.379,0,0,0,[],[],False,True,True,有效,1.0
001393,维通利,观察,增速观察,52.0841,48.7888,45.9462,74.2459,,18.8274,-2.2298,-11.9558,-13.3698,66.6667,0.0138,0.1705,6.2,8.1084,25.7541,0,0,0,[],[],False,False,False,有效,0.9
605319,无锡振华,观察,持续成长,52.058,49.6756,58.6226,46.0761,,9.1058,1.929,-7.9233,-21.1814,100.0,0.0704,0.4814,7.16,14.6139,53.9239,0,0,0,[],[],False,False,False,有效,1.0
000422,湖北宜化,观察,增速观察,52.0401,50.1703,65.3226,31.0849,,11.5567,-19.9423,10.5379,4.3107,50.0,0.1163,4.8771,5.15,4.2957,68.9151,0,0,0,[],[],False,False,False,有效,1.0
001233,海安集团,观察,增速观察,52.03,35.311,63.4543,79.338,,3.4657,-46.0898,6.4099,-28.5034,50.0,0.1626,0.9882,3.86,16.4507,20.662,0,0,0,[],[],False,False,False,有效,1.0
601228,广州港,观察,增速观察,52.0031,39.9564,72.7287,46.6918,,-4.992,0.755,-3.002,16.329,33.3333,0.2785,3.2888,2.58,10.8128,53.3082,0,0,0,[],[],False,False,False,有效,1.0
603626,科森科技,加速/反转观察,反转/低基数,51.9726,54.164,50.7939,47.7558,,-29.914,358.3151,-22.5439,331.9411,50.0,-0.053,-0.2163,13.45,24.5044,52.2442,0,0,0,[],[],True,True,False,有效,1.0
000035,中国天楹,观察,增速观察,51.948,51.7972,61.3823,33.5322,,3.4966,1.1083,10.27,-0.3099,66.6667,0.1695,2.1341,1.98,8.7466,66.4678,0,0,0,[],[],False,False,False,有效,1.0
002011,盾安环境,观察,增速观察,51.9452,48.3652,57.5726,51.4308,,7.4502,-12.792,4.6411,-15.9543,83.3333,0.0756,1.1718,6.78,6.4354,48.5692,0,0,0,[],[],False,False,False,有效,1.0
000593,德龙汇能,观察,增速观察,51.9367,46.3498,59.4836,53.6039,,-11.5028,13.1814,0.9982,6.4117,66.6667,0.1085,3.0551,3.17,3.611,46.3961,0,0,0,[],[],False,False,False,有效,1.0
600552,凯盛科技,加速/反转观察,加速成长,51.9289,60.3968,46.7708,36.8412,,12.5363,22.7051,-7.613,30.9029,66.6667,0.0533,2.6239,1.48,2.1075,63.1588,0,0,0,[],[],False,False,False,有效,1.0
002026,山东威达,观察,增速观察,51.905,48.3079,46.9568,72.5927,,11.403,-24.1926,24.8608,-8.2388,33.3333,0.047,0.3999,3.07,11.7519,27.4073,0,0,0,[],[],False,False,False,有效,1.0
600143,金发科技,观察,持续成长,51.9023,56.863,54.1525,32.52,,7.8457,17.0171,-0.2218,-22.4251,100.0,0.0636,3.1656,3.4717,1.5523,67.48,0,0,0,[],[],False,False,False,有效,1.0
600724,宁波富达,观察,增速观察,51.8759,33.7746,65.1032,79.7254,,-17.7897,1.7846,-4.6684,14.3959,16.6667,0.1821,0.9434,4.1277,17.4059,20.2746,0,0,0,[],[],False,False,False,有效,1.0
603701,德宏股份,加速/反转观察,加速成长,51.8146,75.3095,17.7804,49.3981,,36.6133,23.1838,6.2573,98.1749,83.3333,-0.1518,-7.0039,1.51,3.0425,50.6019,0,0,0,[],[],False,True,False,有效,1.0
603049,中策橡胶,观察,持续成长,51.8038,52.5861,53.9698,45.1251,,7.4099,5.0886,-7.1142,-4.425,100.0,0.0358,0.3447,9.53,10.396,54.8749,0,0,0,[],[],False,False,False,有效,1.0
600839,四川长虹,观察,持续成长,51.7615,72.032,34.5082,25.4565,,2.7677,228.6219,-2.1745,188.0598,100.0,-0.063,-2.2307,10.2601,3.5399,74.5435,0,0,0,[],[],True,True,True,有效,1.0
002498,汉缆股份,加速/反转观察,加速成长,51.7349,66.0875,24.4665,63.214,,24.963,8.9596,12.5718,24.4795,50.0,-0.1687,-3.0813,3.55,5.4732,36.786,0,0,0,[],[],False,True,False,有效,1.0
600618,氯碱化工,观察,增速观察,51.699,46.2463,54.6388,62.1774,,6.1671,-15.8035,10.6143,-25.3608,66.6667,0.0903,0.9196,3.92,9.8165,37.8226,0,0,0,[],[],False,False,False,有效,1.0
600103,青山纸业,观察,增速观察,51.6651,39.064,61.3347,70.1293,,1.899,-28.2623,8.8751,7.2148,16.6667,0.204,6.2519,1.01,4.1933,29.8707,0,0,0,[],[],False,False,False,有效,1.0
601727,上海电气,观察,增速观察,51.6249,61.566,50.3945,24.2625,,16.7066,18.1836,7.6101,-42.1155,83.3333,0.0517,3.3601,1.76,2.6533,75.7375,0,0,0,[],[],False,False,True,有效,1.0
002698,博实股份,观察,增速观察,51.5967,37.6892,68.3446,59.8233,,0.4896,-15.4404,1.6986,-22.9812,50.0,0.1752,1.0225,5.52,18.1751,40.1767,0,0,0,[],[],False,False,False,有效,1.0
600784,鲁银投资,加速/反转观察,加速成长,51.5781,45.4272,56.6412,59.9045,,2.9731,-16.6025,3.7056,27.1453,50.0,0.1069,1.6862,3.25,6.7957,40.0955,0,0,0,[],[],False,False,False,有效,1.0
600397,江钨装备,加速/反转观察,反转/低基数,51.5748,44.9828,65.438,43.6243,,-93.7252,100.433,-37.4638,120.9937,16.6667,0.2945,29.5699,0.63,5.7631,56.3757,0,0,0,[],[],True,False,False,有效,1.0
002119,康强电子,观察,持续成长,51.5698,70.6,24.9704,47.678,,57.1429,6.4421,45.1877,-33.5638,100.0,-0.1975,-4.761,4.53,4.1485,52.322,0,0,0,[],[],False,True,False,有效,1.0
600132,重庆啤酒,观察,增速观察,51.5617,34.2167,89.2992,28.1219,,-2.979,-7.9837,-3.5067,-18.4184,33.3333,0.3329,3.5865,47.54,18.4964,71.8781,0,0,0,[],[],False,False,True,有效,1.0
603267,鸿远电子,观察,增速观察,51.5587,36.1782,57.0217,86.7746,,-9.3229,19.2633,-29.598,-43.2793,50.0,0.0713,0.3,4.85,23.5695,13.2254,0,0,0,[],[],False,False,False,有效,1.0
002541,鸿路钢构,加速/反转观察,加速成长,51.5334,68.9937,33.9475,34.3245,,10.3461,52.1982,7.7713,70.4689,50.0,-0.0177,-0.471,4.31,3.7645,65.6755,0,0,0,[],[],False,True,False,有效,1.0
600655,豫园股份,加速/反转观察,反转/低基数,51.5002,62.4415,45.6916,30.2932,,-10.9645,157.1702,11.5209,4166.4255,16.6667,0.0445,4.6869,0.54,1.1064,69.7068,0,0,0,[],[],True,False,False,有效,1.0
001227,兰州银行,观察,增速观察,51.4988,45.7635,82.4317,6.8389,,6.5991,-8.9493,7.3472,-7.7317,33.3333,2.0489,9.8832,2.83,21.5512,93.1611,0,0,0,[],[],False,False,True,有效,1.0
000922,佳电股份,加速/反转观察,加速成长,51.4834,65.3611,26.841,59.1354,,8.1238,40.4008,7.6995,41.339,50.0,-0.3455,-5.0329,3.95,9.4001,40.8646,0,0,0,[],[],False,True,False,有效,1.0
600660,福耀玻璃,观察,增速观察,51.48,35.6951,75.0886,51.6177,,2.4418,-17.3665,-14.2092,-41.5641,83.3333,0.2071,1.1462,10.34,18.0783,48.3823,0,0,0,[],[],False,False,False,有效,1.0
603919,金徽酒,观察,增速观察,51.4482,39.2212,62.8018,65.4222,,3.1946,-28.2353,6.5969,-19.5371,50.0,0.1167,0.9898,6.16,11.3696,34.5778,0,0,0,[],[],False,False,False,有效,1.0
600927,永安期货,加速/反转观察,加速成长,51.4465,78.8816,28.9889,14.0563,,32.1486,64.4485,14.8155,49.3516,66.6667,-5.0534,-12.7122,2.27,39.7521,85.9437,0,0,0,[],[],False,True,True,有效,1.0
605365,立达信,加速/反转观察,加速成长,51.4028,51.2622,48.183,58.2642,,0.9528,0.9279,0.0516,51.021,83.3333,0.0593,2.6076,1.83,2.2747,41.7358,0,0,0,[],[],False,False,False,有效,1.0
600095,湘财股份,加速/反转观察,反转/低基数,51.3845,39.6533,82.0376,25.2718,,-94.9802,273.7447,-63.363,-51.4047,33.3333,80.6106,1.5809,4.2234,5086.4605,74.7282,0,0,0,[],[],True,False,True,有效,1.0
603733,仙鹤股份,观察,持续成长,51.3214,54.6643,54.6547,34.6262,,5.2301,13.8802,-14.9119,13.0047,100.0,0.0662,0.772,5.82,8.6326,65.3738,0,0,0,[],[],False,False,False,有效,1.0
605196,华通线缆,加速/反转观察,加速成长,51.3213,74.6201,27.1539,29.7596,,41.3536,18.6123,22.7146,29.144,66.6667,-0.1012,-2.9993,4.78,3.3813,70.2404,0,0,0,[],[],False,True,True,有效,1.0
600578,京能电力,观察,增速观察,51.3112,37.455,79.8956,35.711,,-3.5097,0.2143,-3.5153,-101.5565,83.3333,0.2796,2.3321,7.77,14.097,64.289,0,0,0,[],[],False,False,False,有效,1.0
600893,航发动力,加速/反转观察,加速成长,51.305,82.138,11.2272,38.9618,,47.2121,59.3208,50.4456,85.5867,50.0,-0.3595,-51.0259,0.36,0.7895,61.0382,0,0,0,[],[],False,True,False,有效,1.0
000099,中信海直,观察,增速观察,51.2986,33.953,66.5814,72.7697,,-2.8863,-18.3104,-6.2171,-20.1042,66.6667,0.2381,1.9153,2.26,11.9567,27.2303,0,0,0,[],[],False,False,False,有效,1.0
600642,申能股份,观察,增速观察,51.2812,36.5603,77.0585,43.8895,,-1.8142,-18.9659,3.5538,-20.7167,50.0,0.3196,2.4161,4.3,17.0087,56.1105,0,0,0,[],[],False,False,False,有效,1.0
600062,华润双鹤,观察,增速观察,51.2369,35.7992,64.2355,71.5531,,-3.4375,-3.43,-1.5571,-4.6115,16.6667,0.1106,0.6566,7.68,17.3216,28.4469,0,0,0,[],[],False,False,False,有效,1.0
002787,华源控股,观察,增速观察,51.2292,62.4832,28.8505,62.2245,,2.3994,54.8055,8.032,-5.6148,83.3333,-0.089,-1.4112,4.03,6.627,37.7755,0,0,0,[],[],False,True,False,有效,1.0
605011,杭州热电,观察,增速观察,51.2224,50.4246,42.7018,70.6572,,7.506,-13.2522,17.9938,-1.2268,50.0,0.0202,0.3444,3.87,7.5096,29.3428,0,0,0,[],[],False,False,False,有效,1.0
600548,深高速,观察,增速观察,51.2175,34.1317,79.7669,45.3761,,-6.7806,-4.2761,-6.9838,-4.6519,33.3333,0.5583,2.2193,3.77,26.862,54.6239,0,0,0,[],[],False,False,False,有效,1.0
002939,长城证券,观察,增速观察,51.2026,36.6216,88.2617,20.827,,-0.5264,0.6895,-29.7684,-48.1737,83.3333,3.1136,6.3513,4.31,49.3157,79.173,0,0,0,[],[],False,False,True,有效,1.0
603373,安邦护卫,观察,持续成长,51.1836,56.7019,30.8848,75.2263,,1.9841,14.0012,-0.204,13.122,100.0,-0.0763,-1.6073,3.46,10.0997,24.7737,0,0,0,[],[],False,True,False,有效,1.0
003021,兆威机电,观察,增速观察,51.1209,34.1181,59.2825,85.8059,,3.7987,-34.1,-8.725,-47.0714,83.3333,0.1624,1.7762,1.72,9.1427,14.1941,0,0,0,[],[],False,False,False,有效,1.0
601698,中国卫通,观察,增速观察,51.0859,30.1229,62.9828,90.1807,,0.66,-37.3617,-3.4192,-34.4449,50.0,0.1951,2.1195,0.7047,13.0364,9.8193,0,0,0,[],[],False,False,False,有效,1.0
601163,三角轮胎,观察,增速观察,51.0804,44.8082,50.8388,70.3803,,6.4186,-14.1052,9.7152,2.1987,16.6667,0.0866,1.2942,2.41,6.6887,29.6197,0,0,0,[],[],False,False,False,有效,1.0
000859,国风新材,基础数据不足,反转/低基数,51.0644,67.3986,22.6207,58.9491,,13.9574,20.6115,20.1184,24.5483,50.0,0.0267,-0.979,-1.18,-2.7229,41.0509,0,0,0,[],[],True,True,False,基础数据不足,1.0
000700,模塑科技,观察,增速观察,51.0576,40.0336,64.4468,57.3509,,-10.27,7.3892,-9.8761,30.2761,33.3333,0.1148,1.1116,7.89,10.3175,42.6491,0,0,0,[],[],False,False,False,有效,1.0
600676,久事动娱,加速/反转观察,反转/低基数,50.9859,50.0352,44.5121,66.7857,,-19.5535,121.9218,-17.5218,106.3864,33.3333,0.0371,3.4745,0.41,0.8386,33.2143,0,0,0,[],[],True,False,False,有效,1.0
002251,步步高,加速/反转观察,加速成长,50.9829,44.5538,65.697,40.8419,,9.8681,-28.6191,-12.8379,62.0704,66.6667,0.2305,3.7648,1.7,6.5414,59.1581,0,0,0,[],[],False,False,False,有效,1.0
002668,TCL智家,观察,增速观察,50.982,43.2186,72.0086,32.2187,,4.8311,-19.8805,3.9042,-30.0974,83.3333,0.1188,2.3079,13.88,9.567,67.7813,0,0,0,[],[],False,False,False,有效,1.0
603163,圣晖集成,观察,增速观察,50.9658,33.1737,77.4876,51.2984,,-16.0027,12.3886,-64.8551,-22.7014,50.0,0.33,5.1138,5.95,6.554,48.7016,0,0,0,[],[],False,False,False,有效,1.0
600369,西南证券,观察,持续成长,50.9601,75.4892,28.1296,23.0336,,37.6722,42.8573,12.3246,-9.0419,100.0,-0.829,-2.8376,2.29,29.2144,76.9664,0,0,0,[],[],False,True,True,有效,1.0
601886,江河集团,加速/反转观察,加速成长,50.9583,70.8888,32.0838,28.916,,15.9048,34.3355,18.4061,38.6406,50.0,-0.0647,-1.5903,6.0,4.6443,71.084,0,0,0,[],[],False,True,True,有效,1.0
002030,达安基因,基础数据不足,反转/低基数,50.9348,54.4362,27.4338,87.4324,,-3.1745,33.9123,8.0048,14.3709,33.3333,0.0783,-0.2133,-1.7,-37.9671,12.5676,0,0,0,[],[],True,True,False,基础数据不足,1.0
000801,四川九洲,加速/反转观察,加速成长,50.9151,74.3265,23.8011,34.9088,,19.8064,43.7948,21.4063,51.6501,50.0,-0.0603,-1.9274,2.3,3.7104,65.0912,0,0,0,[],[],False,True,False,有效,1.0
601728,中国电信,观察,增速观察,50.8824,35.6136,72.1332,54.1871,,-3.8643,-14.899,-3.9323,-15.422,66.6667,0.2331,3.0823,4.16,7.5228,45.8129,0,0,0,[],[],False,False,False,有效,1.0
600761,安徽合力,观察,增速观察,50.841,46.8246,53.4195,57.733,,12.1145,-17.8029,0.7634,-9.2987,66.6667,0.0557,0.9259,6.1,6.7674,42.267,0,0,0,[],[],False,False,False,有效,1.0
002352,顺丰控股,观察,增速观察,50.838,46.6789,57.5339,49.9237,,5.8888,-4.1096,-2.4814,-13.4188,83.3333,0.0718,2.0305,5.49,3.8391,50.0763,0,0,0,[],[],False,False,False,有效,1.0
605116,奥锐特,观察,增速观察,50.8174,30.706,74.316,64.154,,0.779,-32.4202,-14.2464,-59.0324,83.3333,0.2508,1.3087,5.8,19.1633,35.846,0,0,0,[],[],False,False,False,有效,1.0
603678,火炬电子,观察,增速观察,50.8044,58.5843,32.5475,63.9783,,75.3565,-7.1765,28.268,-71.5652,50.0,-0.0729,-0.9336,3.86,7.5862,36.0217,0,0,0,[],[],False,True,False,有效,1.0
600817,宇通重工,观察,增速观察,50.7873,30.2721,73.783,66.3418,,-9.7178,-13.1032,-1.5193,-49.3549,50.0,0.2719,3.9506,3.95,8.2988,33.6582,0,0,0,[],[],False,False,False,有效,1.0
002481,双塔食品,加速/反转观察,加速成长,50.7845,46.4234,55.1052,55.2263,,7.2902,-39.0238,20.6608,26.4548,33.3333,0.1132,3.8343,1.36,2.9227,44.7737,0,0,0,[],[],False,False,False,有效,1.0
000733,振华科技,观察,增速观察,50.7744,25.4442,72.3153,83.6834,,-6.9651,-20.9858,-17.2288,-26.6788,33.3333,0.3642,3.3123,1.55,10.9734,16.3166,0,0,0,[],[],False,False,False,有效,1.0
002539,云图控股,加速/反转观察,加速成长,50.7587,58.9034,46.5066,34.8289,,2.7622,38.6061,-2.2443,35.7953,66.6667,0.0178,0.2944,7.29,6.2598,65.1711,0,0,0,[],[],False,False,False,有效,1.0
002017,东信和平,加速/反转观察,加速成长,50.7545,54.4396,40.7478,59.7122,,1.5661,6.9672,6.2748,21.0204,66.6667,-0.0462,-0.3488,4.62,13.3301,40.2878,0,0,0,[],[],False,True,False,有效,1.0
600739,辽宁成大,加速/反转观察,反转/低基数,50.7541,44.6896,52.4781,65.4996,,-13.5559,125.7713,-5.4952,-125.7106,50.0,0.0156,0.0425,5.49,37.1245,34.5004,0,0,0,[],[],True,False,False,有效,1.0
601199,江南水务,观察,增速观察,50.7244,48.2129,47.844,64.0195,,5.4522,-9.8497,10.3225,-1.7977,50.0,0.0293,0.1267,3.16,23.1587,35.9805,0,0,0,[],[],False,False,False,有效,1.0
603296,华勤技术,观察,持续成长,50.7238,63.9519,44.2857,23.9159,,11.6511,58.7968,-44.3737,20.2465,100.0,0.0069,0.2142,10.52,3.2291,76.0841,0,0,0,[],[],False,False,True,有效,1.0
600550,保变电气,观察,持续成长,50.7187,74.1943,34.1629,13.4034,,28.4281,77.3403,8.0099,-27.1965,100.0,-0.1006,-2.8939,14.71,3.8429,86.5966,0,0,0,[],[],False,True,True,有效,1.0
002423,中粮资本,观察,增速观察,50.7069,36.598,87.9042,18.6389,,-42.3191,8.1988,-72.0113,63.7689,50.0,138.1555,15.2799,3.98,1355.3309,81.3611,0,0,0,[],[],False,False,True,有效,1.0
600388,紫金龙净,观察,增速观察,50.6898,60.5806,42.8116,36.774,,14.9619,25.0187,-3.5323,-8.9271,83.3333,-0.0115,-0.1114,5.02,10.3551,63.226,0,0,0,[],[],False,True,False,有效,1.0
002950,奥美医疗,加速/反转观察,加速成长,50.6676,52.6859,42.6634,60.6212,,9.6759,-3.1602,-0.7045,29.3328,66.6667,-0.0222,-0.2113,5.24,11.155,39.3788,0,0,0,[],[],False,True,False,有效,1.0
002213,大为股份,观察,持续成长,50.619,68.2493,21.7931,55.3798,,1.0903,302.9271,-15.6526,235.1988,100.0,-0.4475,-12.5804,4.27,3.5574,44.6202,0,0,0,[],[],True,True,False,有效,1.0
000519,中兵红箭,加速/反转观察,反转/低基数,50.6116,73.5858,13.1241,56.664,,38.1509,191.3624,-64.8165,78.624,66.6667,-0.1841,-14.9952,0.36,1.0654,43.336,0,0,0,[],[],True,True,False,有效,1.0
600688,上海石化,加速/反转观察,反转/低基数,50.564,68.5222,20.3652,57.0866,,-1.3441,165.0103,11.9341,717.647,33.3333,-0.0216,-2.8008,1.291,0.7268,42.9134,0,0,0,[],[],True,True,False,有效,1.0
600348,华阳股份,观察,增速观察,50.5265,49.5141,53.3745,47.8674,,-11.7317,35.635,2.697,59.0858,16.6667,0.0705,0.6585,3.82,13.3424,52.1326,0,0,0,[],[],False,False,False,有效,1.0
600795,国电电力,观察,增速观察,50.477,42.15,74.7556,26.9008,,1.7699,-18.245,6.7581,8.9098,33.3333,0.2596,6.8072,4.934,7.2434,73.0992,0,0,0,[],[],False,False,True,有效,1.0
605599,菜百股份,观察,增速观察,50.4689,52.3239,47.6765,50.4889,,38.0015,-4.7763,-4.4392,-62.3636,83.3333,0.0191,0.9183,9.19,2.1193,49.5111,0,0,0,[],[],False,False,False,有效,1.0
002236,大华股份,观察,增速观察,50.4676,48.4516,42.7636,71.9234,,10.0279,-3.7403,8.2789,-36.5099,50.0,-0.0663,-0.4647,6.15,14.661,28.0766,0,0,0,[],[],False,True,False,有效,1.0
603686,福龙马,观察,增速观察,50.4493,55.9029,41.2546,52.4779,,7.6344,7.2718,9.8863,0.5831,50.0,0.0287,0.7433,2.88,4.8772,47.5221,0,0,0,[],[],False,False,False,有效,1.0
601139,深圳燃气,观察,增速观察,50.4443,47.9338,58.7746,41.3149,,-4.17,22.0247,-9.2949,25.3941,50.0,0.0968,1.8396,4.66,5.6289,58.6851,0,0,0,[],[],False,False,False,有效,1.0
603009,北特科技,观察,持续成长,50.3305,52.4535,46.4476,51.7274,,8.1962,14.7766,-6.5954,-52.5748,100.0,0.0517,0.9858,3.1493,5.4387,48.2726,0,0,0,[],[],False,False,False,有效,1.0
600081,东风科技,观察,增速观察,50.2793,56.5864,37.1432,57.6301,,-7.9596,107.4851,-0.0965,186.8461,16.6667,0.0167,0.5337,1.93,5.5457,42.3699,0,0,0,[],[],False,False,False,有效,1.0
603707,健友股份,观察,增速观察,50.2677,29.8243,74.1963,63.7408,,-2.7065,-34.4841,-4.4165,-4.8756,33.3333,0.381,3.913,2.69,9.7367,36.2592,0,0,0,[],[],False,False,False,有效,1.0
603890,春秋电子,观察,增速观察,50.2423,46.0743,57.2293,48.7725,,14.1837,-22.8087,2.8482,-57.6303,83.3333,0.1118,3.4129,2.17,3.208,51.2275,0,0,0,[],[],False,False,False,有效,1.0
600089,特变电工,观察,增速观察,50.2084,46.7129,59.0237,43.0642,,16.9664,-19.8361,17.5751,-63.5234,33.3333,0.11,2.4369,3.5807,5.3076,56.9358,0,0,0,[],[],False,False,False,有效,1.0
600019,宝钢股份,观察,增速观察,50.2058,43.1202,55.4814,60.9115,,6.1828,-6.3033,7.6134,-46.832,33.3333,0.0922,3.2408,2.21,3.1733,39.0885,0,0,0,[],[],False,False,False,有效,1.0
600848,上海临港,观察,增速观察,50.2057,68.2949,31.4141,33.5212,,-5.1067,130.8336,24.5563,143.4783,50.0,-0.2852,-1.325,3.3,25.5953,66.4788,0,0,0,[],[],False,True,False,有效,1.0
002015,协鑫能科,观察,增速观察,50.1945,37.9089,75.5015,36.4372,,-9.8199,5.5274,-15.2212,22.8796,33.3333,0.2711,2.419,4.51,14.5603,63.5628,0,0,0,[],[],False,False,False,有效,1.0
603685,晨丰科技,观察,增速观察,50.1726,44.1422,58.4173,51.7742,,-10.0111,48.0301,0.7731,-125.9307,50.0,0.1547,3.9363,1.03,3.8492,48.2258,0,0,0,[],[],False,False,False,有效,1.0
600198,大唐电信,基础数据不足,反转/低基数,50.1555,76.8414,24.632,21.1448,,30.504,24.8228,23.8377,329.7603,50.0,-0.6135,3.61,-26.37,-12.6082,78.8552,0,0,0,[],[],True,True,True,基础数据不足,1.0
603580,艾艾精工,加速/反转观察,反转/低基数,50.1182,50.3007,44.5518,60.7037,,114.1537,-38.1461,17.2997,-633.7307,66.6667,0.051,1.9675,1.25,2.5758,39.2963,0,0,0,[],[],True,False,False,有效,1.0
000795,英洛华,观察,增速观察,50.0741,58.3767,34.4304,56.4539,,27.6318,-10.4475,30.7369,-11.3817,50.0,-0.0498,-0.8546,4.75,6.0053,43.5461,0,0,0,[],[],False,True,False,有效,1.0
000550,江铃汽车,加速/反转观察,加速成长,49.9962,56.1465,47.4824,36.5727,,7.0167,0.829,4.943,23.5773,83.3333,0.0309,0.8093,6.12,3.8287,63.4273,0,0,0,[],[],False,False,False,有效,1.0
002299,圣农发展,观察,增速观察,49.9708,46.4378,56.2127,48.086,,21.7307,-44.7963,13.6119,-135.3417,83.3333,0.0847,1.8179,4.4,4.7258,51.914,0,0,0,[],[],False,False,False,有效,1.0
600329,达仁堂,观察,增速观察,49.9556,27.2353,80.8172,56.3933,,-7.3921,-66.5522,25.3092,-62.1422,16.6667,0.339,1.2906,9.06,26.219,43.6067,0,0,0,[],[],False,False,False,有效,1.0
000065,北方国际,观察,增速观察,49.9505,44.2892,60.7113,45.4126,,-19.4183,5.5623,9.5441,36.6435,33.3333,0.141,2.3459,2.92,6.7562,54.5874,0,0,0,[],[],False,False,False,有效,1.0
600016,民生银行,观察,增速观察,49.9241,41.1216,83.487,9.2058,,3.8434,-8.6202,-0.9809,-3.2542,33.3333,2.4502,9.4266,3.025,25.614,90.7942,0,0,0,[],[],False,False,True,有效,1.0
600809,山西汾酒,观察,增速观察,49.9226,25.7747,80.7764,60.6586,,-12.1832,-24.2886,-19.7011,-24.3167,66.6667,0.3161,1.033,15.02,30.7421,39.3414,0,0,0,[],[],False,False,False,有效,1.0
603092,德力佳,观察,增速观察,49.8977,40.3051,62.2062,54.0583,,4.4924,4.5797,-41.3943,-50.4212,66.6667,0.099,0.624,7.19,15.8578,45.9417,0,0,0,[],[],False,False,False,有效,1.0
600929,雪天盐业,观察,增速观察,49.8867,41.5954,53.9422,66.6499,,-2.8878,-9.228,7.0766,65.3642,0.0,0.0956,3.208,1.04,3.7285,33.3501,0,0,0,[],[],False,False,False,有效,1.0
000815,美利云,加速/反转观察,反转/低基数,49.8582,57.4225,33.8779,59.1256,,-0.9389,64.9025,61.4634,-47.2453,33.3333,-0.1256,-0.6609,2.34,19.6218,40.8744,0,0,0,[],[],True,True,False,有效,1.0
000977,浪潮信息,观察,持续成长,49.8494,69.5005,33.8988,22.7973,,5.2203,269.5907,-38.0329,264.389,100.0,-0.0888,-2.5384,12.74,3.5028,77.2027,0,0,0,[],[],True,True,True,有效,1.0
002920,德赛西威,观察,持续成长,49.8224,43.3509,57.817,53.2475,,1.7531,1.8066,-16.1305,-20.5743,100.0,0.0713,0.8539,7.99,8.2,46.7525,0,0,0,[],[],False,False,False,有效,1.0
000968,蓝焰控股,观察,增速观察,49.8071,27.8787,77.1571,60.8926,,-12.2873,-15.4903,-5.4179,7.4136,0.0,0.4868,2.4017,3.11,19.3637,39.1074,0,0,0,[],[],False,False,False,有效,1.0
