code6,name,final_status,growth_profile,final_score,growth_core,quality_score,balance_score,news_news_score,current_revenue_growth,current_profit_growth,revenue_acceleration,profit_acceleration,persistence_score,cash_margin,cash_to_profit,current_roe,current_net_margin,current_debt_ratio,news_news_count,news_positive_articles,news_negative_articles,news_positive_groups,news_negative_groups,low_base_flag,cash_mismatch_flag,high_debt_flag,factor_status,factor_coverage
000620,盈新发展,加速/反转观察,反转/低基数,62.3204,85.446,37.0964,43.3915,,35.1677,153.3821,78.9473,273.416,33.3333,0.019,0.2305,2.29,6.1491,56.6085,0,0,0,[],[],True,False,False,有效,1.0
002309,中利集团,加速/反转观察,反转/低基数,62.2955,91.3541,29.9061,39.8985,,76.5668,261.3677,77.2819,166.2194,66.6667,-0.3122,-4.0164,6.02,7.7885,60.1015,0,0,0,[],[],True,True,False,有效,1.0
603083,剑桥科技,观察,持续成长,62.2947,83.0269,27.814,69.0595,,32.916,171.079,0.8421,113.0017,100.0,-0.4115,-3.3963,4.32,10.127,30.9405,0,0,0,[],[],False,True,False,有效,1.0
600362,江西铜业,加速/反转观察,加速成长,62.2818,81.319,47.6046,34.5244,,19.5347,106.7727,14.1119,104.3598,83.3333,0.0189,0.6736,10.22,3.0932,65.4756,0,0,0,[],[],False,False,False,有效,1.0
002871,伟隆股份,观察,增速观察,62.2734,48.6928,76.2309,75.1003,,15.4538,-16.5672,-0.3463,-19.1246,83.3333,0.3435,2.1917,4.25,15.673,24.8997,0,0,0,[],[],False,False,False,有效,1.0
603288,海天味业,成长质量优先,持续成长,62.2609,54.5822,62.9034,84.012,,6.0062,7.1251,-1.3118,-3.8282,100.0,0.0758,0.2922,10.07,25.9534,15.988,0,0,0,[],[],False,False,False,有效,1.0
600604,市北高新,基础数据不足,反转/低基数,62.2554,87.6067,35.9934,38.7255,,117.6681,50.044,175.0715,1182.6327,66.6667,0.29,-5.3406,-1.17,-6.8017,61.2745,0,0,0,[],[],True,True,False,基础数据不足,1.0
600882,妙可蓝多,观察,增速观察,62.1769,70.1935,54.8514,52.7779,,28.7079,13.737,12.4148,9.4481,83.3333,0.0909,1.9867,3.39,4.5772,47.2221,0,0,0,[],[],False,False,False,有效,1.0
600754,锦江酒店,加速/反转观察,加速成长,62.1649,63.3582,73.471,35.9729,,4.2109,47.0545,6.0039,45.4706,50.0,0.3092,3.8574,3.39,8.368,64.0271,0,0,0,[],[],False,False,False,有效,1.0
600452,涪陵电力,观察,增速观察,62.1648,45.7375,73.4388,88.899,,-8.1721,23.91,-4.3091,47.4655,16.6667,0.3066,1.9294,3.63,15.8922,11.101,0,0,0,[],[],False,False,False,有效,1.0
002371,北方华创,观察,增速观察,62.1637,59.4582,72.4334,49.7411,,24.9039,5.0512,-5.9466,6.8258,83.3333,0.1872,1.1198,8.58,16.0135,50.2589,0,0,0,[],[],False,False,False,有效,1.0
002338,奥普光电,加速/反转观察,加速成长,62.1004,79.3423,31.9035,70.7682,,21.6134,95.5045,14.3483,74.2685,66.6667,-0.4203,-3.0549,4.38,18.9169,29.2318,0,0,0,[],[],False,True,False,有效,1.0
002519,银河电子,加速/反转观察,反转/低基数,62.0925,86.9667,22.2803,67.094,,114.4726,118.8818,110.8882,31.0986,66.6667,-0.0114,-0.922,0.25,1.2267,32.906,0,0,0,[],[],True,True,False,有效,1.0
002376,新北洋,观察,持续成长,62.0739,70.7191,48.4022,63.4815,,23.0257,42.7056,5.6823,-12.4781,100.0,0.0668,1.9785,1.36,4.4304,36.5185,0,0,0,[],[],False,False,False,有效,1.0
000672,上峰材料,加速/反转观察,反转/低基数,62.0698,57.3245,72.3606,55.724,,-19.0913,452.5449,-5.217,450.9207,33.3333,0.1694,0.2283,14.11,72.9131,44.276,0,0,0,[],[],True,False,False,有效,1.0
002345,潮宏基,观察,增速观察,62.0668,47.8885,83.2108,62.3136,,6.6455,27.4162,-36.313,-129.2395,83.3333,0.2994,3.1027,10.89,9.6759,37.6864,0,0,0,[],[],False,False,False,有效,1.0
601006,大秦铁路,加速/反转观察,加速成长,62.033,53.4024,63.9364,84.1179,,6.2,3.4029,2.1565,38.1311,50.0,0.1816,1.6902,2.57,12.0474,15.8821,0,0,0,[],[],False,False,False,有效,1.0
603663,三祥新材,加速/反转观察,加速成长,62.0289,56.3869,68.1656,66.6818,,0.2284,71.4841,-10.3648,16.3327,66.6667,0.1655,1.2108,5.46,15.2029,33.3182,0,0,0,[],[],False,False,False,有效,1.0
600109,国金证券,观察,增速观察,61.9562,61.3254,85.0222,17.7165,,27.0314,18.2094,0.1304,-18.1093,66.6667,6.8726,25.6753,3.64,27.0887,82.2835,0,0,0,[],[],False,False,True,有效,1.0
601022,宁波远洋,观察,增速观察,61.9499,51.4318,75.7481,65.9079,,17.6643,-9.2764,1.8088,-27.3988,83.3333,0.2763,2.7786,5.43,9.9637,34.0921,0,0,0,[],[],False,False,False,有效,1.0
002196,方正电机,加速/反转观察,反转/低基数,61.9389,88.2727,39.3512,28.1127,,35.7742,438.7409,17.9541,264.6201,66.6667,0.0224,1.5811,1.71,1.3974,71.8873,0,0,0,[],[],True,False,True,有效,1.0
002562,兄弟科技,观察,持续成长,61.9078,66.3404,56.6038,59.2181,,13.82,51.8888,8.8692,-81.1348,100.0,0.1139,2.3951,2.62,4.7558,40.7819,0,0,0,[],[],False,False,False,有效,1.0
002884,凌霄泵业,观察,增速观察,61.8876,49.7674,64.96,92.1033,,9.9011,-9.2428,1.7294,-12.0687,83.3333,0.1067,0.4636,8.63,23.0162,7.8967,0,0,0,[],[],False,False,False,有效,1.0
601107,四川成渝,观察,增速观察,61.8855,60.5327,78.5445,32.6261,,12.6523,1.9402,28.1335,-1.7772,66.6667,0.3722,2.0467,4.6,19.7989,67.3739,0,0,0,[],[],False,False,False,有效,1.0
000538,云南白药,成长质量优先,持续成长,61.8333,50.1992,72.9832,74.4361,,2.9495,1.8789,0.0677,-6.6289,100.0,0.1876,1.1094,9.04,16.8947,25.5639,0,0,0,[],[],False,False,False,有效,1.0
603876,鼎胜新材,加速/反转观察,加速成长,61.8181,79.2532,53.0028,27.1433,,16.1661,155.4119,6.6672,85.0738,83.3333,0.0479,1.5452,6.23,3.0877,72.8567,0,0,0,[],[],False,False,True,有效,1.0
002563,森马服饰,加速/反转观察,加速成长,61.7687,70.6201,46.2079,66.336,,9.3247,47.4501,6.1501,68.9892,83.3333,0.0399,0.5603,4.15,7.1034,33.664,0,0,0,[],[],False,False,False,有效,1.0
603327,福蓉科技,加速/反转观察,加速成长,61.7478,77.7269,35.9628,65.3806,,23.5331,64.3893,12.8221,90.2677,66.6667,0.0105,0.2239,2.81,4.6786,34.6194,0,0,0,[],[],False,False,False,有效,1.0
603297,永新光学,观察,增速观察,61.7453,57.9498,62.5417,71.5392,,28.002,-11.7996,19.7535,-17.2064,66.6667,0.1374,0.8118,4.54,16.9166,28.4608,0,0,0,[],[],False,False,False,有效,1.0
600285,羚锐制药,成长质量优先,持续成长,61.7315,49.2832,82.8648,56.8099,,2.3233,4.3647,-7.7474,-0.7494,100.0,0.3368,1.461,13.96,23.1778,43.1901,0,0,0,[],[],False,False,False,有效,1.0
603650,彤程新材,观察,持续成长,61.7051,72.2918,54.031,45.2935,,29.0997,10.8645,24.2521,2.0063,100.0,0.0195,0.107,9.04,18.2148,54.7065,0,0,0,[],[],False,False,False,有效,1.0
601009,南京银行,成长质量优先,持续成长,61.6906,59.3536,92.6093,6.8642,,10.9393,8.17,0.4588,0.0896,100.0,3.3289,7.7052,7.25,43.4964,93.1358,0,0,0,[],[],False,False,True,有效,1.0
600958,东方证券,成长质量优先,持续成长,61.6545,61.0557,85.7126,15.3347,,19.4843,30.4759,-6.6912,-37.6796,100.0,0.9744,2.0617,5.5,47.2612,84.6653,0,0,0,[],[],False,False,True,有效,1.0
001207,联科科技,成长质量优先,持续成长,61.6495,51.7378,72.1854,70.3129,,5.0106,1.6003,0.9788,-5.9465,100.0,0.1972,1.5794,6.63,12.5127,29.6871,0,0,0,[],[],False,False,False,有效,1.0
601077,渝农商行,成长质量优先,持续成长,61.6302,59.4616,91.5525,8.2912,,7.8071,6.0933,6.4383,0.7455,100.0,2.1101,4.1055,5.95,52.4996,91.7088,0,0,0,[],[],False,False,True,有效,1.0
002142,宁波银行,成长质量优先,持续成长,61.6096,62.885,86.8923,7.2178,,11.5447,12.1175,3.5334,3.9854,100.0,0.8018,2.0066,7.12,40.3522,92.7822,0,0,0,[],[],False,False,True,有效,1.0
000060,中金岭南,加速/反转观察,加速成长,61.5883,85.2382,37.0861,39.6429,,35.5256,104.3547,28.3582,130.2462,66.6667,-0.0071,-0.2613,5.73,2.7715,60.3571,0,0,0,[],[],False,True,False,有效,1.0
000791,甘肃能源,成长质量优先,持续成长,61.55,51.2514,84.4301,46.6856,,6.0774,1.7996,1.822,-22.9689,100.0,0.5,2.4829,5.47,30.7322,53.3144,0,0,0,[],[],False,False,False,有效,1.0
000601,韶能股份,成长质量优先,持续成长,61.5127,69.4918,63.0881,34.4248,,7.7489,75.6413,-0.2193,35.9222,100.0,0.1437,2.1462,4.01,7.1333,65.5752,0,0,0,[],[],False,False,False,有效,1.0
002335,科华数据,加速/反转观察,加速成长,61.4989,62.1106,68.2782,46.1049,,4.0503,62.6868,-1.1458,30.0658,66.6667,0.1612,1.5799,6.03,10.3329,53.8951,0,0,0,[],[],False,False,False,有效,1.0
601038,一拖股份,加速/反转观察,加速成长,61.4692,60.451,68.3176,50.8268,,13.8384,1.7233,22.9256,13.6612,50.0,0.1345,1.3561,9.76,10.1335,49.1732,0,0,0,[],[],False,False,False,有效,1.0
601963,重庆银行,成长质量优先,持续成长,61.4647,59.8976,91.3574,6.3809,,10.7893,10.2856,0.3052,-0.2068,100.0,5.9494,14.3524,6.015,44.3873,93.6191,0,0,0,[],[],False,False,True,有效,1.0
603889,新澳股份,观察,持续成长,61.4013,72.5463,46.8899,56.9894,,20.8369,20.2349,16.4693,8.1361,100.0,-0.0167,-0.1586,8.53,11.0981,43.0106,0,0,0,[],[],False,True,False,有效,1.0
600529,山东药玻,加速/反转观察,加速成长,61.3136,50.4446,66.0877,84.3726,,1.3415,-0.0737,10.1264,26.7946,50.0,0.1758,1.0808,4.4,16.2633,15.6274,0,0,0,[],[],False,False,False,有效,1.0
002170,芭田股份,成长质量优先,持续成长,61.2902,48.6124,78.757,64.3902,,3.8055,32.2262,-48.8158,-90.5648,100.0,0.2555,1.1181,15.17,22.8642,35.6098,0,0,0,[],[],False,False,False,有效,1.0
603115,海星股份,观察,持续成长,61.2713,76.3526,38.3975,61.7751,,24.1696,57.2004,5.1162,29.029,100.0,-0.0276,-0.3589,4.84,7.6871,38.2249,0,0,0,[],[],False,True,False,有效,1.0
603281,江瀚新材,加速/反转观察,加速成长,61.2706,54.1276,55.9206,93.3998,,15.5353,-15.3476,31.6794,15.1884,16.6667,0.0967,0.5928,3.65,16.3123,6.6002,0,0,0,[],[],False,False,False,有效,1.0
600007,中国国贸,观察,增速观察,61.252,39.8934,80.6164,86.5988,,-3.8991,0.172,-0.2691,4.9323,33.3333,0.4381,1.256,6.53,34.9039,13.4012,0,0,0,[],[],False,False,False,有效,1.0
600919,江苏银行,成长质量优先,持续成长,61.2389,58.128,93.2839,6.4815,,9.1107,8.0895,0.2916,-0.257,100.0,3.8665,8.6522,7.86,46.6002,93.5185,0,0,0,[],[],False,False,True,有效,1.0
600177,雅戈尔,加速/反转观察,加速成长,61.2344,60.5136,62.5568,60.7523,,0.7326,23.7878,19.1028,35.3553,50.0,0.1164,0.2822,5.0,41.2457,39.2477,0,0,0,[],[],False,False,False,有效,1.0
002349,精华制药,观察,增速观察,61.2003,49.0308,65.3942,89.3211,,3.1926,4.1954,-0.9347,1.0761,66.6667,0.1476,0.8182,4.84,21.8935,10.6789,0,0,0,[],[],False,False,False,有效,1.0
603040,新坐标,观察,增速观察,61.1793,39.7766,80.3333,87.0796,,5.3896,-10.4445,-12.8181,-36.554,83.3333,0.3565,1.1535,8.15,31.6442,12.9204,0,0,0,[],[],False,False,False,有效,1.0
001298,好上好,加速/反转观察,反转/低基数,61.1049,93.8359,27.7051,29.7114,,90.1799,332.3223,74.4632,179.5306,83.3333,-0.2017,-10.2543,8.57,1.9674,70.2886,0,0,0,[],[],True,True,True,有效,1.0
600566,济川药业,观察,增速观察,61.1027,43.8395,76.9376,81.2222,,-15.2945,8.264,7.1363,38.0363,16.6667,0.367,1.0897,5.33,33.5872,18.7778,0,0,0,[],[],False,False,False,有效,1.0
603468,津富士达,观察,增速观察,61.0474,57.9963,65.5975,61.1005,,19.1266,-3.4824,15.4246,2.8453,50.0,0.1253,2.0522,6.54,6.5783,38.8995,0,0,0,[],[],False,False,False,有效,0.9
002847,盐津铺子,成长质量优先,持续成长,60.9769,54.8854,75.3779,50.4492,,4.4079,14.1039,-4.2328,-2.8456,100.0,0.1911,1.3798,19.51,13.8177,49.5508,0,0,0,[],[],False,False,False,有效,1.0
002507,涪陵榨菜,观察,增速观察,60.949,43.0663,71.6773,93.1408,,4.0235,-7.1944,2.1469,-3.2771,33.3333,0.2681,0.895,4.59,29.9534,6.8592,0,0,0,[],[],False,False,False,有效,1.0
000830,鲁西化工,加速/反转观察,加速成长,60.9382,63.6301,59.4475,55.8441,,4.1566,27.6412,6.2372,82.9474,66.6667,0.1019,1.6051,5.01,6.3504,44.1559,0,0,0,[],[],False,False,False,有效,1.0
002957,科瑞技术,观察,增速观察,60.9382,68.7562,55.097,49.1668,,32.7143,31.14,25.1655,-64.7939,66.6667,0.0697,0.6347,4.88,12.0262,50.8332,0,0,0,[],[],False,False,False,有效,1.0
000552,甘肃能化,加速/反转观察,反转/低基数,60.9019,83.7972,33.5884,46.8427,,24.6795,190.6949,43.8103,308.1867,33.3333,0.0196,0.5301,1.05,3.4372,53.1573,0,0,0,[],[],True,False,False,有效,1.0
600054,黄山旅游,加速/反转观察,加速成长,60.8853,49.3797,66.9104,83.3517,,5.1124,2.9393,-4.115,10.0909,66.6667,0.218,1.6535,2.7,14.2739,16.6483,0,0,0,[],[],False,False,False,有效,1.0
003043,华亚智能,加速/反转观察,加速成长,60.8616,58.5756,60.3127,68.8173,,8.3224,35.8826,-51.4943,31.1189,83.3333,0.1777,2.3065,1.97,6.6217,31.1827,0,0,0,[],[],False,False,False,有效,1.0
002315,焦点科技,观察,增速观察,60.817,49.6737,78.2473,59.3859,,15.3796,-11.7095,0.155,-23.3211,83.3333,0.2741,1.1125,9.56,23.6256,40.6141,0,0,0,[],[],False,False,False,有效,1.0
603867,新化股份,观察,增速观察,60.8009,62.3674,52.0831,73.537,,14.6015,9.4883,15.3598,-5.2868,66.6667,0.0497,0.5201,5.2,10.7612,26.463,0,0,0,[],[],False,False,False,有效,1.0
000957,中通客车,成长质量优先,持续成长,60.7436,56.0393,81.488,33.3676,,1.849,48.502,-25.9712,4.3226,100.0,0.3857,5.476,8.63,7.0442,66.6324,0,0,0,[],[],False,False,False,有效,1.0
000551,创元科技,观察,增速观察,60.7198,59.4664,61.9875,61.9442,,8.5923,11.4693,7.9008,-6.2203,83.3333,0.0981,1.2321,5.99,10.6004,38.0558,0,0,0,[],[],False,False,False,有效,1.0
603511,爱慕股份,观察,增速观察,60.7076,49.4112,65.616,84.7799,,-1.4163,21.5414,0.7905,28.4637,16.6667,0.199,2.4302,2.92,8.3138,15.2201,0,0,0,[],[],False,False,False,有效,1.0
002392,北京利尔,加速/反转观察,加速成长,60.6602,74.1581,42.3049,56.8772,,14.4466,76.5143,4.2723,50.6554,83.3333,-0.0335,-0.3446,6.38,9.7472,43.1228,0,0,0,[],[],False,True,False,有效,1.0
600377,宁沪高速,观察,增速观察,60.577,49.833,79.8016,54.3595,,-1.1974,3.2777,11.3424,10.4102,50.0,0.3877,1.4393,5.86,28.1418,45.6405,0,0,0,[],[],False,False,False,有效,1.0
000831,中国稀土,加速/反转观察,反转/低基数,60.5476,38.437,79.9382,88.098,,-12.1896,46.5308,-17.3011,-113.6198,50.0,0.4316,2.9994,4.81,14.7193,11.902,0,0,0,[],[],True,False,False,有效,1.0
002472,双环传动,成长质量优先,持续成长,60.5162,53.2789,74.7732,53.714,,7.7996,1.6471,4.0328,-21.5587,100.0,0.2438,1.8948,5.67,13.6408,46.286,0,0,0,[],[],False,False,False,有效,1.0
603969,银龙股份,观察,持续成长,60.5144,63.1668,54.7014,64.1831,,7.9625,40.3474,2.9634,-14.1654,100.0,0.0301,0.1987,8.23,16.5774,35.8169,0,0,0,[],[],False,False,False,有效,1.0
003009,中天火箭,加速/反转观察,反转/低基数,60.5113,86.1444,18.7139,67.2069,,27.046,329.3069,42.3682,949.9524,33.3333,-0.1413,-3.1924,0.96,4.4261,32.7931,0,0,0,[],[],True,True,False,有效,1.0
002990,盛视科技,加速/反转观察,反转/低基数,60.483,85.9174,28.9413,47.2631,,33.7343,342.9135,15.4793,394.1348,50.0,-1.794,-12.3506,4.2,14.5258,52.7369,0,0,0,[],[],True,True,False,有效,1.0
000828,东莞控股,观察,增速观察,60.4672,41.087,86.3688,66.8044,,-8.5119,3.3844,-0.2367,17.1714,33.3333,1.6085,2.047,5.32,77.1658,33.1956,0,0,0,[],[],False,False,False,有效,1.0
000869,张裕A,加速/反转观察,加速成长,60.4305,47.6336,65.9596,87.763,,6.9448,-24.2899,15.7512,52.3521,16.6667,0.2659,2.9764,1.35,9.0994,12.237,0,0,0,[],[],False,False,False,有效,1.0
600300,维维股份,加速/反转观察,加速成长,60.4169,62.014,48.8373,78.7846,,9.5412,8.9119,17.9578,27.5431,50.0,0.0604,0.7677,3.58,7.8174,21.2154,0,0,0,[],[],False,False,False,有效,1.0
002057,中钢天源,加速/反转观察,加速成长,60.3449,58.6845,58.6883,68.6393,,12.1293,15.6711,-3.3702,13.3531,66.6667,0.0918,0.9195,5.18,11.6064,31.3607,0,0,0,[],[],False,False,False,有效,1.0
603019,中科曙光,加速/反转观察,加速成长,60.3327,75.0508,41.1002,54.6437,,27.6215,33.3116,13.8095,19.4383,83.3333,-0.025,-0.192,4.28,12.45,45.3563,0,0,0,[],[],False,True,False,有效,1.0
603538,美诺华,观察,持续成长,60.2535,71.9211,40.9148,63.9279,,26.7947,29.8316,17.3059,-23.1912,100.0,0.0294,0.3962,2.42,7.6371,36.0721,0,0,0,[],[],False,False,False,有效,1.0
600789,鲁抗医药,加速/反转观察,加速成长,60.2437,64.4078,56.711,54.8171,,2.656,29.309,10.1479,100.8497,66.6667,0.1108,2.5972,2.66,4.5089,45.1829,0,0,0,[],[],False,False,False,有效,1.0
002967,广电计量,观察,持续成长,60.2072,66.1297,48.6894,65.4753,,14.0321,25.1645,1.6659,4.595,100.0,0.0729,1.0083,2.59,6.9597,34.5247,0,0,0,[],[],False,False,False,有效,1.0
603799,华友钴业,观察,增速观察,60.201,73.1965,52.9458,35.7246,,49.3891,29.3799,16.453,-17.6871,83.3333,0.0387,0.6124,7.05,9.2997,64.2754,0,0,0,[],[],False,False,False,有效,1.0
603976,正川股份,加速/反转观察,加速成长,60.1678,59.1667,60.5731,62.3604,,17.5847,-12.7886,34.6544,51.7106,33.3333,0.2084,6.4563,1.03,3.2284,37.6396,0,0,0,[],[],False,False,False,有效,1.0
002493,荣盛石化,加速/反转观察,反转/低基数,60.1309,60.9301,76.0307,25.9336,,-12.9333,748.827,-7.4649,731.7349,50.0,0.1642,4.1588,11.13,7.1556,74.0664,0,0,0,[],[],True,False,True,有效,1.0
002851,麦格米特,加速/反转观察,加速成长,60.1151,78.2043,35.17,55.7376,,29.6823,45.2097,14.6275,111.7896,66.6667,0.0049,0.1172,2.93,4.5799,44.2624,0,0,0,[],[],False,False,False,有效,1.0
601021,春秋航空,观察,增速观察,60.0984,56.8978,77.7921,34.3129,,19.7165,-10.8124,12.4185,-12.7683,83.3333,0.2807,3.3224,5.69,8.4489,65.6871,0,0,0,[],[],False,False,False,有效,1.0
002254,泰和新材,加速/反转观察,加速成长,60.0968,77.9844,39.9281,46.7717,,11.4165,135.3105,19.9216,188.1242,50.0,0.035,1.345,0.78,3.3634,53.2283,0,0,0,[],[],False,False,False,有效,1.0
600123,兰花科创,加速/反转观察,反转/低基数,60.0803,76.1122,46.2557,39.6341,,18.3221,44.5955,48.7165,219.8274,33.3333,0.0586,3.3818,0.55,0.0422,60.3659,0,0,0,[],[],True,False,False,有效,1.0
601579,会稽山,观察,持续成长,60.0374,60.0665,49.3651,81.2945,,4.4297,37.0377,-7.2509,12.341,100.0,0.05,0.3314,3.36,15.2529,18.7055,0,0,0,[],[],False,False,False,有效,1.0
002886,沃特股份,观察,持续成长,60.0272,69.9918,49.1488,51.8904,,18.0311,48.9874,9.863,-26.9778,100.0,0.0694,2.7089,1.53,2.8053,48.1096,0,0,0,[],[],False,False,False,有效,1.0
601518,吉林高速,观察,增速观察,60.0063,39.1197,77.3694,87.9401,,-5.0913,-2.2231,2.7585,6.6839,16.6667,0.5526,1.2915,3.86,46.0464,12.0599,0,0,0,[],[],False,False,False,有效,1.0
601988,中国银行,成长质量优先,持续成长,59.9119,58.7115,87.6369,8.0634,,8.4802,5.105,4.0015,2.9271,100.0,1.4452,4.1733,4.33,36.9935,91.9366,0,0,0,[],[],False,False,True,有效,1.0
605009,豪悦护理,加速/反转观察,加速成长,59.9066,53.1155,68.9316,62.2298,,11.4265,3.6164,-16.7931,43.753,66.6667,0.1977,2.5203,4.51,7.8454,37.7702,0,0,0,[],[],False,False,False,有效,1.0
001313,粤海饲料,加速/反转观察,反转/低基数,59.8974,92.1647,17.4739,47.9426,,41.6564,1240.4567,31.8874,1119.6177,66.6667,-0.1276,-10.0917,1.86,1.3875,52.0574,0,0,0,[],[],True,True,False,有效,1.0
601901,方正证券,成长质量优先,持续成长,59.8945,61.593,79.0136,16.5607,,29.6224,24.0629,-6.4621,-55.7899,100.0,0.4449,1.1044,5.68,40.4839,83.4393,0,0,0,[],[],False,False,True,有效,1.0
603283,赛腾股份,加速/反转观察,加速成长,59.8894,71.0759,45.917,54.2747,,11.4348,47.7888,27.8912,60.2818,33.3333,0.0063,0.053,5.12,12.2824,45.7253,0,0,0,[],[],False,False,False,有效,1.0
002530,金财互联,加速/反转观察,反转/低基数,59.8467,69.1704,42.1091,67.3506,,29.9429,32.4988,47.3187,-775.4734,83.3333,0.0184,0.2576,3.23,9.6493,32.6494,0,0,0,[],[],True,False,False,有效,1.0
601288,农业银行,成长质量优先,持续成长,59.8031,61.7089,83.5803,6.5314,,11.0651,4.9251,8.9891,1.7494,100.0,0.7,1.9648,5.07,36.0361,93.4686,0,0,0,[],[],False,False,True,有效,1.0
000338,潍柴动力,加速/反转观察,加速成长,59.7917,65.8648,62.8224,35.5112,,8.8476,36.4637,1.3745,40.6097,83.3333,0.0921,1.4737,8.0,7.7455,64.4888,0,0,0,[],[],False,False,False,有效,1.0
002736,国信证券,成长质量优先,持续成长,59.7649,52.4023,90.1641,21.0545,,13.3967,6.7862,-14.8106,-27.9705,100.0,2.2481,4.9259,5.25,45.6331,78.9455,0,0,0,[],[],False,False,True,有效,1.0
603499,翔港科技,成长质量优先,持续成长,59.7599,45.2609,78.587,65.6029,,4.4757,5.4515,-12.3863,-71.4364,100.0,0.2573,1.6777,8.82,16.1522,34.3971,0,0,0,[],[],False,False,False,有效,1.0
601222,林洋能源,加速/反转观察,加速成长,59.7465,79.2818,26.51,67.6137,,82.4036,31.699,110.0911,99.2564,33.3333,-0.1481,-1.5713,2.77,9.4732,32.3863,0,0,0,[],[],False,True,False,有效,1.0
600717,天津港,观察,增速观察,59.6761,47.0005,70.7745,75.5064,,-13.1849,34.5446,-19.1644,35.846,66.6667,0.2258,1.7882,3.33,19.1514,24.4936,0,0,0,[],[],False,False,False,有效,1.0
002432,九安医疗,加速/反转观察,反转/低基数,59.6491,63.5276,49.0895,69.1329,,-30.5771,233.6569,16.7421,197.82,50.0,-0.214,-0.037,13.65,578.6542,30.8671,0,0,0,[],[],True,True,False,有效,1.0
002597,金禾实业,加速/反转观察,加速成长,59.6126,54.4655,61.0038,72.2713,,24.2855,-23.5072,31.6789,14.1537,16.6667,0.1447,1.7185,3.23,8.4449,27.7287,0,0,0,[],[],False,False,False,有效,1.0
002961,瑞达期货,观察,持续成长,59.598,87.4925,40.6165,13.8774,,60.2839,80.0178,37.0835,37.0643,100.0,-2.339,-4.5533,10.12,51.6891,86.1226,0,0,0,[],[],False,True,True,有效,1.0
600415,小商品城,观察,持续成长,59.5609,68.1284,50.7957,51.389,,33.3049,17.0476,6.6812,-19.7119,100.0,-0.0125,-0.0651,8.28,19.3151,48.611,0,0,0,[],[],False,True,False,有效,1.0
603087,甘李药业,成长质量优先,持续成长,59.553,42.8142,68.5619,91.7513,,7.5589,1.0105,-25.5013,-85.0397,100.0,0.1945,0.709,5.15,27.4102,8.2487,0,0,0,[],[],False,False,False,有效,1.0
600392,盛和资源,加速/反转观察,反转/低基数,59.5285,72.1187,40.2673,60.28,,41.7649,135.2351,9.9307,-169.7014,66.6667,-0.0728,-0.7192,6.8,10.3672,39.72,0,0,0,[],[],True,True,False,有效,1.0
603353,和顺石油,加速/反转观察,反转/低基数,59.4979,63.3038,53.6041,59.8677,,-6.0482,480.4761,2.1015,654.338,16.6667,0.0693,1.1624,5.02,5.3764,40.1323,0,0,0,[],[],True,False,False,有效,1.0
603687,大胜达,加速/反转观察,加速成长,59.4865,58.7585,51.9451,76.7534,,5.6887,9.0683,2.2671,36.493,83.3333,0.0884,1.4857,1.97,7.5961,23.2466,0,0,0,[],[],False,False,False,有效,1.0
601177,杭齿前进,观察,持续成长,59.4692,68.5888,48.0662,54.9163,,11.2974,24.5999,7.0105,19.323,100.0,0.0139,0.105,5.44,13.8577,45.0837,0,0,0,[],[],False,False,False,有效,1.0
600933,爱柯迪,观察,增速观察,59.4193,54.6541,66.9912,58.5713,,24.4155,-16.6966,14.5263,-41.386,83.3333,0.1625,1.4609,4.78,12.5144,41.4287,0,0,0,[],[],False,False,False,有效,1.0
601658,邮储银行,成长质量优先,持续成长,59.3997,58.3118,87.7068,6.0492,,7.2646,4.6214,5.2711,3.5518,100.0,1.8314,6.8445,4.8,26.8446,93.9508,0,0,0,[],[],False,False,True,有效,1.0
000676,智度股份,加速/反转观察,加速成长,59.3521,59.1236,46.5514,85.6388,,1.6982,73.784,-20.0719,107.2053,66.6667,0.0509,0.7642,3.33,7.0639,14.3612,0,0,0,[],[],False,False,False,有效,1.0
600396,华电辽能,加速/反转观察,加速成长,59.3468,65.3726,66.9805,26.002,,11.0479,22.0635,13.3434,88.4907,33.3333,0.0964,2.0626,7.4,10.0984,73.998,0,0,0,[],[],False,False,True,有效,1.0
605123,派克新材,加速/反转观察,加速成长,59.334,67.8037,49.8995,52.7939,,25.8183,13.4003,15.5421,17.7719,50.0,0.0561,0.6307,4.27,8.8912,47.2061,0,0,0,[],[],False,False,False,有效,1.0
600221,海航控股,加速/反转观察,反转/低基数,59.315,74.5897,64.2894,3.542,,7.3572,374.4315,2.3983,59.5429,83.3333,0.1754,23.0637,4.98,0.2843,96.458,0,0,0,[],[],True,False,True,有效,1.0
603565,中谷物流,观察,增速观察,59.3096,49.0738,81.7764,45.0835,,2.2407,1.0518,7.9376,-7.9737,66.6667,0.3208,1.617,9.94,19.8622,54.9165,0,0,0,[],[],False,False,False,有效,1.0
603217,元利科技,加速/反转观察,加速成长,59.2936,72.117,35.8589,67.693,,18.0205,36.6605,19.9353,43.4234,50.0,-0.081,-0.7257,4.22,11.1584,32.307,0,0,0,[],[],False,True,False,有效,1.0
000680,山推股份,观察,持续成长,59.2864,71.1863,53.743,34.6732,,18.1898,19.0293,15.3658,9.1665,100.0,0.0395,0.4802,10.49,8.1922,65.3268,0,0,0,[],[],False,False,False,有效,1.0
