code,name,theme,shares,entry_price,last_price,market_value,weight,score,ma30,below_ma_days,unrealized_return
159259,易方达国证成长100ETF,科技成长,0.24615577,1.293,1.731,0.42609564,0.262763,0.350168,1.580533,0,0.338747
159994,5GETF,通信,0.25311785,1.264,1.634,0.41359457,0.255054,0.170531,1.544367,0,0.292722
159516,国泰中证半导体材料设备主题ETF,半导体,0.25096757,1.35,1.993,0.50017836,0.308448,1.292378,1.419933,0,0.476296
