date,equity,cash,position_value,exposure,total_return,drawdown,positions
2025-10-22,1.01955351,0.52038451,0.499169,0.489596,0.019554,-0.043961,159937
2025-10-23,1.01372749,0.52038451,0.49334298,0.486662,0.013727,-0.049424,159937
2025-10-24,1.01119922,0.52038451,0.49081471,0.485379,0.011199,-0.051795,159937
2025-10-27,1.00922057,0.52038451,0.48883606,0.48437,0.009221,-0.05365,159937
2025-10-28,0.99179747,0.52038451,0.47141296,0.475312,-0.008203,-0.069988,159937
2025-10-29,0.99723876,0.52038451,0.47685425,0.478175,-0.002761,-0.064886,159937
2025-10-30,0.99696395,0.02190254,0.97506141,0.978031,-0.003036,-0.065144,159937|560620
2025-10-31,0.99345046,0.02190254,0.97154792,0.977953,-0.00655,-0.068438,159937|560620
2025-11-03,0.99643256,0.02190254,0.97453002,0.978019,-0.003567,-0.065642,159937|560620
2025-11-04,0.99302489,0.02190254,0.97112235,0.977944,-0.006975,-0.068837,159937|560620
2025-11-05,0.99342092,0.02190254,0.97151839,0.977952,-0.006579,-0.068466,159937|560620
2025-11-06,1.00097903,0.02190254,0.97907649,0.978119,0.000979,-0.061379,159937|560620
2025-11-07,1.00201767,0.02190254,0.98011513,0.978142,0.002018,-0.060405,159937|560620
2025-11-10,1.01203213,0.02190254,0.99012959,0.978358,0.012032,-0.051014,159937|560620
2025-11-11,1.01719013,0.02190254,0.99528759,0.978468,0.01719,-0.046177,159937|560620
2025-11-12,1.01393887,0.02190254,0.99203633,0.978399,0.013939,-0.049226,159937|560620
2025-11-13,1.01942099,0.02190254,0.99751845,0.978515,0.019421,-0.044085,159937|560620
2025-11-14,1.01242381,0.02190254,0.99052127,0.978366,0.012424,-0.050647,159937|560620
2025-11-17,0.99811945,0.02190254,0.97621691,0.978056,-0.001881,-0.06406,159937|560620
2025-11-18,0.98698596,0.50342859,0.48355736,0.489933,-0.013014,-0.0745,560620
2025-11-19,0.98798093,0.98798093,0.0,0.0,-0.012019,-0.073567,
2025-11-20,0.98798093,0.98798093,0.0,0.0,-0.012019,-0.073567,
2025-11-21,0.98798093,0.98798093,0.0,0.0,-0.012019,-0.073567,
2025-11-24,0.98798093,0.98798093,0.0,0.0,-0.012019,-0.073567,
2025-11-25,0.98798093,0.98798093,0.0,0.0,-0.012019,-0.073567,
2025-11-26,0.98798093,0.98798093,0.0,0.0,-0.012019,-0.073567,
2025-11-27,0.98798093,0.98798093,0.0,0.0,-0.012019,-0.073567,
2025-11-28,0.98798093,0.98798093,0.0,0.0,-0.012019,-0.073567,
2025-12-01,0.98798093,0.98798093,0.0,0.0,-0.012019,-0.073567,
2025-12-02,0.98798093,0.98798093,0.0,0.0,-0.012019,-0.073567,
2025-12-03,0.98798093,0.98798093,0.0,0.0,-0.012019,-0.073567,
