date,equity,cash,position_value,exposure,total_return,drawdown,positions
2026-02-11,1.30526745,0.9544582,0.35080925,0.268764,0.305267,-0.046627,159731
2026-02-12,1.30594208,0.9544582,0.35148388,0.269142,0.305942,-0.046135,159731
2026-02-13,1.29683453,0.9544582,0.34237634,0.264009,0.296835,-0.052787,159731
2026-02-24,1.31100183,0.9544582,0.35654363,0.271963,0.311002,-0.042439,159731
2026-02-25,1.31268841,0.9544582,0.35823021,0.272898,0.312688,-0.041207,159731
2026-02-26,1.31538695,0.9544582,0.36092875,0.27439,0.315387,-0.039236,159731
2026-02-27,1.31774816,0.9544582,0.36328996,0.27569,0.317748,-0.037511,159731
2026-03-02,1.33225278,0.9544582,0.37779458,0.283576,0.332253,-0.026917,159731
2026-03-03,1.32887961,0.9544582,0.37442141,0.281757,0.32888,-0.029381,159731
2026-03-04,1.32112133,0.9544582,0.36666313,0.277539,0.321121,-0.035048,159731
2026-03-05,1.32112133,0.9544582,0.36666313,0.277539,0.321121,-0.035048,159731
2026-03-06,1.32550644,0.9544582,0.37104825,0.279929,0.325506,-0.031845,159731
2026-03-09,1.32280791,0.9544582,0.36834971,0.27846,0.322808,-0.033816,159731
2026-03-10,1.31471231,0.62578012,0.68893219,0.524017,0.314712,-0.039729,159158|159731
2026-03-11,1.33055284,0.29314191,1.03741093,0.779684,0.330553,-0.028159,159158|159731|560620
2026-03-12,1.34532528,0.29314191,1.05218337,0.782103,0.345325,-0.017369,159158|159731|560620
2026-03-13,1.33137118,0.29314191,1.03822927,0.77982,0.331371,-0.027561,159158|159731|560620
2026-03-16,1.30264093,0.29314191,1.00949902,0.774963,0.302641,-0.048546,159158|159731|560620
2026-03-17,1.29344352,0.64024068,0.65320284,0.505011,0.293444,-0.055264,159158|560620
2026-03-18,1.29277138,0.64024068,0.6525307,0.504753,0.292771,-0.055755,159158|560620
2026-03-19,1.29151892,0.64024068,0.65127824,0.504273,0.291519,-0.056669,159158|560620
2026-03-20,1.29305236,0.64024068,0.65281168,0.504861,0.293052,-0.055549,159158|560620
2026-03-23,1.28555043,0.64024068,0.64530975,0.501972,0.28555,-0.061029,159158|560620
2026-03-24,1.30281495,0.64024068,0.66257428,0.508571,0.302815,-0.048419,159158|560620
2026-03-25,1.32095361,0.64024068,0.68071294,0.515319,0.320954,-0.03517,159158|560620
2026-03-26,1.31639002,0.64024068,0.67614934,0.513639,0.31639,-0.038503,159158|560620
2026-03-27,1.3102379,0.64024068,0.66999722,0.511355,0.310238,-0.042997,159158|560620
2026-03-30,1.28935007,0.64024068,0.64910939,0.503439,0.28935,-0.058254,159158|560620
2026-03-31,1.27369796,0.64024068,0.63345729,0.497337,0.273698,-0.069686,159158|560620
2026-04-01,1.27311764,1.27311764,0.0,0.0,0.273118,-0.07011,
2026-04-02,1.27311764,1.27311764,0.0,0.0,0.273118,-0.07011,
2026-04-03,1.27311764,1.27311764,0.0,0.0,0.273118,-0.07011,
2026-04-07,1.27311764,1.27311764,0.0,0.0,0.273118,-0.07011,
2026-04-08,1.27311764,1.27311764,0.0,0.0,0.273118,-0.07011,
2026-04-09,1.27311764,1.27311764,0.0,0.0,0.273118,-0.07011,
2026-04-10,1.27311764,1.27311764,0.0,0.0,0.273118,-0.07011,
2026-04-13,1.27311764,1.27311764,0.0,0.0,0.273118,-0.07011,
2026-04-14,1.27311764,1.27311764,0.0,0.0,0.273118,-0.07011,
2026-04-15,1.27311764,1.27311764,0.0,0.0,0.273118,-0.07011,
2026-04-16,1.27311764,1.27311764,0.0,0.0,0.273118,-0.07011,
2026-04-17,1.27311764,1.27311764,0.0,0.0,0.273118,-0.07011,
2026-04-20,1.27311764,1.27311764,0.0,0.0,0.273118,-0.07011,
2026-04-21,1.27311764,0.95483823,0.31827941,0.25,0.273118,-0.07011,159259
2026-04-22,1.27976385,0.63489727,0.64486658,0.503895,0.279764,-0.065255,159259|159994
2026-04-23,1.27082566,0.63489727,0.63592839,0.500406,0.270826,-0.071784,159259|159994
2026-04-24,1.25968847,0.63489727,0.6247912,0.495989,0.259688,-0.079918,159259|159994
2026-04-27,1.27115784,0.63489727,0.63626057,0.500536,0.271158,-0.071541,159259|159994
2026-04-28,1.25966759,0.63489727,0.62477032,0.49598,0.259668,-0.079934,159259|159994
2026-04-29,1.26708707,0.63489727,0.6321898,0.498932,0.267087,-0.074514,159259|159994
2026-04-30,1.26781858,0.63489727,0.63292131,0.499221,0.267819,-0.07398,159259|159994
2026-05-06,1.28475211,0.31370924,0.97104286,0.755821,0.284752,-0.061612,159259|159994|510020
2026-05-07,1.30185596,0.31370924,0.98814672,0.759029,0.301856,-0.049119,159259|159994|510020
2026-05-08,1.29732061,0.31370924,0.98361137,0.758187,0.297321,-0.052432,159259|159994|510020
2026-05-11,1.32410401,0.31370924,1.01039476,0.763078,0.324104,-0.032869,159259|159994|510020
2026-05-12,1.32814789,0.31370924,1.01443865,0.763799,0.328148,-0.029915,159259|159994|510020
2026-05-13,1.34963192,0.31370924,1.03592267,0.767559,0.349632,-0.014223,159259|159994|510020
2026-05-14,1.32542746,0.31370924,1.01171822,0.763315,0.325427,-0.031902,159259|159994|510020
2026-05-15,1.31754927,0.31370924,1.00384002,0.761899,0.317549,-0.037657,159259|159994|510020
2026-05-18,1.31397285,0.31370924,1.00026361,0.761251,0.313973,-0.040269,159259|159994|510020
2026-05-19,1.32216285,0.31370924,1.00845361,0.76273,0.322163,-0.034287,159259|159994|510020
2026-05-20,1.33146938,0.31370924,1.01776014,0.764389,0.331469,-0.027489,159259|159994|510020
