date,equity,cash,position_value,exposure,total_return,drawdown,positions
2026-01-27,1.63880236,0.67553685,0.96326551,0.587786,0.638802,-0.055201,159206
2026-01-28,1.62484896,0.67553685,0.94931211,0.584246,0.624849,-0.063245,159206
2026-01-29,1.60319714,0.67553685,0.92766029,0.578631,0.603197,-0.075728,159206
2026-01-30,1.58491338,0.67553685,0.90937653,0.57377,0.584913,-0.086269,159206
2026-02-02,1.57095998,0.67553685,0.89542313,0.569985,0.57096,-0.094313,159206
2026-02-03,1.61185787,0.67553685,0.93632102,0.580896,0.611858,-0.070735,159206
2026-02-04,1.59020605,0.67553685,0.9146692,0.575189,0.590206,-0.083218,159206
2026-02-05,1.57288459,0.67553685,0.89734774,0.570511,0.572885,-0.093204,159206
2026-02-06,1.55941235,1.55941235,0.0,0.0,0.559412,-0.100971,
2026-02-09,1.55941235,1.55941235,0.0,0.0,0.559412,-0.100971,
2026-02-10,1.55941235,1.55941235,0.0,0.0,0.559412,-0.100971,
2026-02-11,1.55941235,1.55941235,0.0,0.0,0.559412,-0.100971,
2026-02-12,1.55941235,1.55941235,0.0,0.0,0.559412,-0.100971,
2026-02-13,1.55941235,1.55941235,0.0,0.0,0.559412,-0.100971,
2026-02-24,1.55941235,1.55941235,0.0,0.0,0.559412,-0.100971,
2026-02-25,1.55941235,1.55941235,0.0,0.0,0.559412,-0.100971,
2026-02-26,1.55941235,1.55941235,0.0,0.0,0.559412,-0.100971,
2026-02-27,1.55941235,1.55941235,0.0,0.0,0.559412,-0.100971,
2026-03-02,1.55941235,1.55941235,0.0,0.0,0.559412,-0.100971,
2026-03-03,1.55941235,1.55941235,0.0,0.0,0.559412,-0.100971,
2026-03-04,1.55941235,1.55941235,0.0,0.0,0.559412,-0.100971,
2026-03-05,1.55941235,1.55941235,0.0,0.0,0.559412,-0.100971,
2026-03-06,1.55941235,1.55941235,0.0,0.0,0.559412,-0.100971,
2026-03-09,1.55941235,0.0,1.55941235,1.0,0.559412,-0.100971,159625|560620
2026-03-10,1.56285297,0.0,1.56285297,1.0,0.562853,-0.098987,159625|560620
2026-03-11,1.59642218,0.0,1.59642218,1.0,0.596422,-0.079634,159625|560620
2026-03-12,1.63111491,0.0,1.63111491,1.0,0.631115,-0.059633,159625|560620
2026-03-13,1.60214487,0.0,1.60214487,1.0,0.602145,-0.076335,159625|560620
