code,name,theme,fund_size,score,total_return,annual_vol,latest_close,mode,reason,market_strength,defense_threshold
511130,博时上证30年期国债ETF,债券,,0.617646,0.025457,0.042596,108.8,attack,top ETF score is above defense threshold,0.617646,0.6
