code,name,theme,shares,entry_price,last_price,market_value,weight,score,ma30,below_ma_days,unrealized_return
588200,嘉实上证科创板芯片ETF,科创半导体,0.23346574,3.26,4.332,1.01137359,0.560794,0.347852,4.082467,0,0.328834
